ax,ay,az
26,7,6
34,-2,14
40,-3,11
22,-7,9
40,2,-2
39,8,-7
33,6,5
29,8,0
27,13,7
26,-2,13
35,-7,9
26,6,-2
16,9,-2
35,7,3
15,-1,15
28,0,0
34,5,-17
21,3,1
26,11,11
27,2,3
38,-4,-5
53,2,-10
22,7,9
13,12,2
43,-8,18
39,2,-12
35,4,-1
29,10,-2
21,1,19
37,-3,16
56,-8,-11
23,8,-13
32,-7,35
22,-6,6
46,-5,-1
47,4,-2
9,14,-16
20,-3,24
25,-3,9
46,-5,-8
36,2,9
37,7,15
23,1,11
40,1,-14
35,8,-12
8,9,8
35,1,16
36,-2,-10
28,-3,0
18,6,18
33,7,-6
39,1,-12
36,6,6
26,9,13
39,-4,5
34,-14,19
26,5,-16
30,1,16
30,7,-5
18,-3,-6
19,8,9
29,4,17
55,-5,-6
37,-3,-6
15,1,19
27,1,20
46,0,-22
27,12,3
23,9,0
38,2,4
39,3,-4
17,11,-6
31,7,-2
46,3,-7
16,5,8
24,6,15
47,-7,0
21,6,-5
13,13,-1
45,-11,18
43,2,9
16,10,1
46,-1,-6
39,0,7
11,-2,5
39,-2,24
56,-3,-11
30,0,2
31,12,-11
32,2,-8
24,7,5
42,-18,-7
41,1,1
22,-2,12
25,-6,-6
33,14,-11
35,35,-21
49,15,-7
12,2,11
20,-5,-1
55,10,-2
41,-9,20
29,-2,15
23,9,-6
33,4,1
42,9,6
33,1,-8
36,22,-17
29,-8,9
35,4,18
27,5,12
35,-2,-1
39,17,-14
30,-11,5
36,15,-4
42,7,-8
38,6,6
35,4,3
42,3,0
34,-3,5
27,-1,-2
16,7,3
51,14,-23
34,3,6
35,7,8
37,-5,-9
42,4,11
34,-9,12
37,6,2
32,3,4
27,4,0
40,17,3
22,-11,3
19,6,7
37,7,1
41,-13,0
29,-8,8
31,11,5
36,3,-6
31,-8,-3
29,4,0
14,15,-9
26,7,-3
33,-8,11
27,-2,-7
44,1,7
34,15,1
17,6,-9
45,-12,14
23,-9,8
8,-4,-5
36,8,10
46,19,1
33,5,-5
31,3,6
28,-2,5
21,-2,1
37,-1,1
31,-4,-3
24,-7,7
22,0,-1
42,1,4
23,12,8
34,2,-3
40,-2,-4
31,16,-9
18,12,6
16,1,13
35,0,1
33,3,-1
25,-5,9
32,8,-3
46,-14,9
41,-3,-1
35,-5,9
32,0,9
39,2,0
28,6,-3
18,16,2
25,2,12
36,-8,12
49,-11,2
35,1,-8
28,8,-6
12,12,-2
29,-1,10
54,-5,3
39,-1,-6
22,6,-1
31,8,11
40,-4,5
41,-9,-10
12,10,-2
27,6,-3
30,8,-6
13,15,9
33,5,3
36,-7,-3
24,2,9
38,2,2
33,3,-13
27,5,4
35,0,4
26,9,1
24,4,3
30,-3,-1
26,6,8
43,-1,-3
15,3,6
28,1,1
35,10,-9
32,6,-3
-3,9,15
38,13,-6
31,-2,3
24,1,14
37,2,-2
38,5,-10
36,4,8
21,15,13
20,3,21
28,-2,0
32,9,-2
34,-1,-5
20,6,8
32,0,-2
36,-3,-1
39,-2,18
29,-13,10
22,5,7
32,10,-5
46,-5,-3
26,2,18
35,8,-5
30,8,4
32,10,-3
32,-7,5
22,1,7
50,4,7
29,0,-1
13,6,15
40,7,9
32,11,-1
17,15,6
29,13,7
51,-11,-2
40,-2,-1
19,8,19
32,2,2
25,4,-8
32,3,2
34,-4,15
48,2,-3
33,6,-4
8,21,-6
24,8,2
20,-5,30
43,11,9
56,1,8
31,3,5
5,10,8
12,27,-5
50,-3,8
49,-8,8
30,-2,10
16,16,-5
29,9,-5
22,23,-12
55,-7,25
37,-11,33
25,12,-13
34,6,0
23,10,1
14,15,-5
28,10,-1
61,-6,5
32,9,-17
3,-2,15
17,1,2
39,-10,10
26,-16,13
24,-1,6
38,-4,14
38,6,-10
28,0,12
22,2,10
23,-5,7
35,-19,5
23,-17,2
21,2,4
34,2,8
28,6,0
15,21,-5
44,11,3
39,13,11
31,22,-4
31,3,13
28,-1,9
26,-2,-9
40,-14,12
35,-8,16
31,20,1
34,19,5
30,7,12
26,11,10
50,16,-6
34,9,14
37,1,11
32,-11,8
29,-13,14
37,-5,17
23,17,7
35,16,-3
31,15,0
23,24,-7
56,14,11
12,-4,17
6,-14,5
52,-14,4
38,4,9
26,33,-6
26,17,28
22,9,12
32,4,-13
33,-7,18
10,8,-6
27,-5,0
33,16,2
25,21,-5
42,7,-5
40,8,8
23,4,7
15,3,0
52,11,-21
39,5,-7
22,27,1
21,6,2
24,-7,18
33,-6,-14
17,0,4
15,7,22
49,19,-22
57,1,10
29,-1,16
33,20,4
40,17,10
27,9,5
11,2,10
22,-3,9
43,10,-1
35,2,11
20,-9,11
27,-2,3
36,11,-4
26,7,4
29,5,6
26,-2,13
39,14,2
41,8,7
23,4,3
40,18,-3
33,2,14
22,1,2
22,1,3
36,5,8
23,-13,13
20,-4,7
34,13,-7
20,-13,16
24,7,-4
26,2,10
33,-8,3
34,9,6
27,-4,3
29,9,-10
38,6,2
26,0,5
29,13,11
24,-7,7
45,14,-1
21,-11,7
38,14,7
25,-5,3
40,10,3
19,-6,14
31,9,7
30,-5,2
42,11,7
21,-11,2
34,13,6
38,2,-6
29,3,8
28,1,13
