ax,ay,az
27,-6,-3
26,-7,-1
28,-12,17
21,-7,-1
23,0,-10
27,-10,12
25,-4,6
31,-3,-3
25,-3,7
38,-1,0
35,3,-10
31,-4,16
34,1,9
33,-2,-3
48,2,-3
40,3,-5
40,-5,3
38,4,6
28,12,1
19,4,3
22,-4,6
39,-3,-4
35,-8,10
19,6,-22
40,0,9
36,13,0
21,2,23
23,3,9
29,-7,6
28,-16,3
37,-2,-4
30,5,3
28,5,12
21,4,-3
43,-1,-12
37,0,-6
28,-1,4
24,12,12
25,2,4
28,-6,-1
27,-2,9
35,-1,4
33,-3,11
34,-1,5
34,3,-2
10,8,10
23,9,-7
31,-2,13
39,-2,18
47,6,-4
16,-1,-14
19,0,-13
42,-3,-6
33,6,-11
33,18,-8
24,-4,0
23,5,-17
48,3,5
26,12,17
22,1,3
30,-5,-3
30,8,9
28,-1,-13
38,9,-1
30,-10,3
30,7,-1
36,-2,12
24,-1,-5
33,12,-3
29,-8,6
44,8,-12
31,-5,2
33,8,-11
28,-9,10
37,11,-9
24,2,-5
28,14,-19
39,-5,-5
32,11,4
16,2,7
56,8,-6
37,-8,8
25,2,6
41,8,-7
33,-9,1
24,20,-7
28,-2,9
30,4,-1
38,9,-6
31,-13,13
28,-5,3
24,5,8
36,2,-6
22,3,8
33,12,-10
42,-6,6
21,-3,13
17,-4,-9
43,5,1
36,12,-5
45,4,1
29,-7,15
6,-5,15
36,12,-15
44,0,-2
29,-6,9
8,-2,7
41,-1,-18
48,-5,2
27,6,24
14,12,0
30,-6,4
36,6,9
17,-5,9
36,-2,-1
32,-9,3
12,-1,10
16,1,4
35,9,-3
42,21,-13
34,4,-1
25,-17,19
28,3,6
34,14,-3
35,1,8
23,-5,5
28,-3,2
27,10,-19
34,-9,17
42,14,-7
12,-5,10
22,-11,6
55,-9,6
32,19,-14
24,-14,21
4,7,-1
16,13,-9
56,0,2
32,-8,10
34,-8,17
9,3,13
43,6,-11
36,6,-1
6,-4,39
42,4,-17
46,14,-19
9,19,-3
42,-4,0
26,-21,16
24,7,16
37,12,-7
33,-1,-2
40,-1,4
28,13,11
39,-6,2
38,1,-1
32,26,-19
45,-3,0
31,-4,16
25,7,-9
28,-1,12
49,13,8
27,3,-15
27,11,-16
32,5,1
32,-6,13
34,9,-15
41,6,-7
27,-3,18
39,14,7
37,10,0
13,19,-7
47,15,-4
52,14,14
19,3,5
31,5,-1
38,3,0
35,-8,6
6,-11,13
38,0,6
24,-12,22
36,20,-23
28,12,0
15,5,32
35,-11,-4
41,6,1
31,-6,1
22,-9,9
26,27,-10
30,-18,2
32,-12,36
32,24,-14
30,-8,14
34,12,9
32,16,-16
37,-8,28
47,17,0
15,-7,17
17,7,1
45,6,3
36,-3,-3
36,8,11
22,5,2
33,7,-2
35,-2,29
7,9,24
40,8,4
42,-7,3
38,2,7
17,6,3
47,6,-9
21,-1,-5
13,20,16
35,10,-2
43,4,13
41,21,2
24,5,12
39,-8,4
35,1,7
21,-8,19
25,-7,19
35,10,-7
23,8,-2
39,6,2
31,8,4
25,-5,4
27,-5,-2
37,14,15
16,2,-5
25,-7,14
32,10,6
30,-6,14
27,6,17
22,1,1
38,1,3
38,9,9
14,12,4
25,-2,10
38,9,-16
30,4,8
29,-1,18
46,9,-5
29,-15,1
21,-9,16
17,2,13
27,-1,4
29,-12,17
36,-2,-1
48,2,13
35,16,0
30,-7,31
28,6,-2
38,-3,3
26,3,3
24,3,-7
34,6,15
34,8,8
29,5,21
31,-2,24
35,9,-1
50,-4,3
27,-8,12
27,-6,0
34,0,2
34,10,-16
24,-1,6
29,-1,-14
22,0,8
29,0,5
34,4,15
37,7,2
29,9,6
25,6,-10
27,7,-5
34,1,1
