ax,ay,az
34,14,-18
26,-21,12
27,-12,2
34,-6,-4
12,13,-21
44,8,7
52,9,-14
20,16,-12
30,21,-25
52,8,-1
5,9,11
29,-2,-7
38,-3,0
13,1,7
18,-12,4
19,-11,-6
31,-5,9
27,2,12
16,9,-11
17,11,-8
31,-7,19
31,6,13
28,4,-5
22,-1,6
28,-12,10
37,-7,3
19,-2,9
29,-9,-3
26,1,-16
25,-1,-2
45,-3,-11
43,-3,-4
27,-2,12
36,6,-12
35,1,1
42,-1,15
29,1,2
29,12,-17
40,1,-1
8,-3,8
22,-9,10
45,-1,-15
35,-7,9
40,8,-10
31,2,-3
65,-19,19
27,19,-16
-10,24,-29
10,-11,-12
85,-33,16
67,-21,53
-23,13,-19
14,-7,1
30,5,-10
55,4,7
45,14,-11
-5,12,-3
22,-4,16
56,-8,-1
49,6,-7
25,6,9
6,1,-1
33,-2,2
45,10,-8
35,7,-3
29,6,5
27,-25,8
24,-1,2
43,4,-9
34,-1,-24
-2,6,11
29,-1,0
25,0,-13
40,0,-16
14,4,21
12,0,1
47,4,-17
32,1,-8
18,-1,46
37,23,-34
8,-1,-5
34,4,6
47,6,23
36,-3,-2
22,6,6
27,12,-11
25,-4,10
51,-5,28
4,1,4
17,7,-21
50,-3,-7
22,7,-10
45,-12,20
26,17,-32
41,-13,-1
38,0,25
26,9,-2
23,-7,5
17,14,-22
35,-6,7
38,-12,22
24,6,-4
29,6,-4
15,2,3
47,-9,28
32,10,-15
35,-5,0
40,0,1
27,9,-1
31,-9,15
7,5,-14
80,-1,-11
6,12,25
24,2,-10
41,-10,0
32,4,-9
29,-5,36
18,15,-31
34,0,19
26,-2,-6
42,-15,12
38,9,-7
32,0,9
45,-11,-9
21,-17,29
26,24,-11
28,5,-31
30,-10,16
46,-15,45
25,20,-31
14,11,-18
42,-6,19
58,-38,12
17,4,6
4,11,2
31,5,-40
77,-17,24
14,20,-4
-18,25,-26
35,0,17
65,0,-13
51,12,0
-21,26,-19
34,-13,-23
51,-12,-4
23,9,11
-3,-7,29
22,-10,1
75,-34,-7
1,17,-9
14,-8,-14
37,8,-19
22,3,1
21,1,17
53,-1,-2
38,7,-16
21,-6,-5
36,-8,44
25,12,-14
56,-12,9
-2,-3,-7
-2,12,7
52,6,-14
54,-6,7
15,3,-2
18,5,-16
52,-18,-1
26,1,9
14,12,-2
36,13,12
49,-19,16
55,9,-1
16,-3,16
79,-17,4
-5,13,-8
36,-2,-7
36,-12,33
35,-12,10
32,5,-31
38,-3,16
33,3,-9
26,0,0
32,9,-7
26,-10,8
34,7,6
27,5,-13
32,-10,14
16,4,-6
25,-11,0
32,-6,16
23,12,-14
35,3,0
18,-12,12
