ax,ay,az
41,-1,-13
28,-4,24
18,0,-7
37,5,-18
36,-3,5
25,13,-12
33,4,-5
35,-3,8
25,2,6
19,-4,-1
28,0,-1
30,1,-4
28,-1,-2
44,4,-11
29,10,1
25,16,-17
38,1,3
24,-3,4
25,-14,8
44,-5,-11
36,12,-5
17,12,-6
35,3,5
31,0,-3
19,-8,-1
37,-9,4
32,13,-9
30,-5,3
30,-12,5
38,0,-5
31,7,0
28,-5,-4
35,-2,-5
20,0,-7
26,10,6
46,-1,-16
27,3,-7
38,7,-2
34,6,-4
18,5,4
24,-3,2
52,5,-14
22,10,-12
26,-4,0
26,12,-17
33,-6,-10
15,-6,26
24,7,-20
23,7,-4
32,11,-8
44,3,1
38,-11,9
20,6,-15
31,-8,5
44,-9,6
39,12,-22
29,-6,-12
33,-6,16
43,-12,8
38,-11,5
22,11,3
18,-13,9
41,11,-1
19,-2,-16
30,-2,16
22,-9,-2
26,9,-1
33,-13,7
36,-1,6
28,-3,-4
35,2,9
37,3,2
21,-11,2
42,9,9
19,1,-2
29,3,-7
40,12,-2
28,-14,3
26,-12,16
38,-18,-2
19,-1,8
21,6,0
38,-13,6
38,-4,16
11,-2,4
22,-19,11
41,9,-6
23,2,-6
32,-2,22
36,-11,2
35,-1,5
24,-3,1
30,-3,4
33,13,-12
23,-14,14
49,9,-4
21,0,7
45,-15,15
39,10,-2
29,-12,7
29,6,7
31,-4,14
25,6,-1
44,-8,-1
19,-1,0
35,7,-1
31,-6,1
45,3,0
37,-17,9
33,-16,5
36,13,-10
22,-12,16
45,0,7
41,-15,8
7,-3,0
40,14,-12
35,-3,-11
16,11,-13
29,-9,9
30,-11,4
29,18,-13
36,-11,2
37,17,-8
26,-7,5
28,3,0
33,10,-14
12,-16,10
40,8,-9
37,-11,5
24,-4,13
29,-3,9
36,-3,-5
33,4,2
28,1,0
31,4,-9
33,3,-2
19,2,15
36,-3,3
37,-15,13
47,8,0
17,-8,2
28,-3,24
42,3,-13
21,-7,-4
17,5,6
41,8,-12
41,6,-2
31,5,7
39,3,-23
35,6,-10
25,16,-25
13,19,4
29,-5,4
43,-9,-2
27,12,-3
26,-2,-1
26,-12,4
27,-6,-16
40,-6,-2
24,0,-3
24,-6,0
23,-4,10
31,3,-4
30,-2,2
33,4,0
39,10,-22
43,10,-7
4,-4,23
18,3,-17
51,-1,-22
44,-9,7
39,2,5
35,1,2
37,3,-2
17,7,-17
24,5,6
32,4,-13
28,2,-10
20,-13,10
44,-11,-12
40,-4,-7
3,-13,15
26,-7,-14
23,-1,8
30,-3,14
14,5,-14
31,-9,-9
30,0,1
27,5,-2
28,1,-15
51,1,-5
20,-7,15
22,-19,6
22,-8,10
10,-2,1
33,-1,4
35,-11,6
17,9,9
27,-2,-7
32,-11,14
30,-8,5
25,-6,3
31,-8,-3
25,-10,-7
33,1,-6
28,4,-2
27,-1,15
27,-12,17
34,-5,3
39,1,-8
18,-6,7
25,-2,-3
37,-1,-21
25,-12,11
3,1,-1
19,-11,4
44,-11,12
23,0,3
30,5,-10
18,0,5
37,1,-3
25,2,10
15,-8,-4
21,-5,-7
35,-8,16
30,-1,7
50,9,-22
49,-4,-4
14,9,7
27,3,5
47,0,2
45,-4,9
22,-4,13
32,10,-3
34,12,-23
8,-15,20
24,-13,8
47,0,-4
45,2,-9
22,14,-9
29,-8,22
41,-3,7
43,3,-16
29,-3,-1
24,-8,9
40,1,3
44,18,-10
32,-4,-1
20,5,3
42,6,-4
41,1,6
27,8,4
21,-8,9
41,-11,10
30,13,1
40,11,-12
35,-18,6
23,-9,15
36,2,5
36,10,3
26,6,-3
22,23,-18
73,-12,8
23,-6,20
25,19,-32
44,-8,5
40,0,14
14,-7,9
33,-13,12
39,11,-15
17,-2,10
12,-12,9
36,-1,5
26,10,-5
23,-3,-20
50,3,6
26,0,6
18,-11,25
26,5,3
46,3,-8
52,-2,8
27,9,11
14,0,9
41,1,-10
46,-3,14
26,5,31
26,1,0
44,9,-18
41,4,-8
34,4,3
40,-8,16
32,4,-21
27,1,-2
32,4,26
23,6,-3
38,3,-5
25,-4,19
35,8,16
21,-1,2
34,0,7
30,-9,8
24,-3,-7
39,1,4
29,15,-7
39,-7,-1
38,5,4
28,1,-4
21,-12,-1
27,6,7
26,-6,6
23,-2,-9
21,8,0
21,-3,12
38,6,6
31,3,-1
29,-1,0
33,-4,12
31,3,1
40,-6,10
26,-10,7
24,4,4
32,10,-6
40,12,-5
31,-10,25
15,-6,11
38,9,1
23,1,3
19,-8,3
41,-2,-15
44,1,-7
38,4,4
33,12,2
29,6,1
33,14,4
17,-7,-2
37,-5,2
43,3,-3
31,2,24
39,6,-1
29,8,-2
30,4,-1
23,8,8
16,-2,-4
29,-7,7
24,-11,6
25,-7,9
37,-1,-4
41,3,1
28,-11,8
