ax,ay,az
40,6,-11
34,-9,1
33,6,-2
25,7,-1
37,-3,9
27,5,2
21,-4,11
31,4,-12
37,-13,11
36,2,3
18,3,-9
27,-13,10
37,-7,4
36,-12,-6
20,-5,-7
33,5,-7
38,-4,7
44,-17,14
29,4,7
37,-12,9
34,-10,10
32,4,-9
32,1,-5
37,0,10
19,-8,12
27,-5,-4
36,-4,1
34,20,-20
22,7,-1
13,-5,12
23,-2,-2
48,9,-7
33,12,-1
27,3,-4
23,8,5
31,-6,1
40,1,-4
40,-6,6
23,-11,10
25,-1,-6
29,10,-7
33,-1,4
35,-8,11
21,-5,5
24,-5,-1
43,4,-5
37,5,-1
40,-6,-4
17,-5,15
33,6,-14
24,7,-5
41,3,10
30,3,-4
33,-10,16
15,-13,-3
32,-15,9
44,11,-8
42,7,1
25,2,-14
30,-4,-1
36,0,-9
36,6,3
28,-9,9
4,4,6
26,9,7
29,12,-7
45,1,5
17,3,3
37,2,-13
37,-4,-5
37,4,2
23,3,-7
51,-2,7
46,-13,6
6,4,-5
22,0,-8
33,-2,-9
42,-12,36
30,6,20
21,14,-22
32,10,-17
23,-1,6
28,-2,0
53,5,3
36,5,20
22,-2,-9
39,-7,2
29,3,-10
29,3,-4
27,3,-10
28,-2,-10
27,-3,-6
31,-8,-4
28,1,16
20,-4,-3
30,-8,19
37,-11,7
29,1,15
24,0,-5
29,-9,0
27,-2,-3
33,-3,4
35,0,-14
31,6,-10
21,13,-18
44,5,6
35,11,-11
28,-8,4
27,-3,2
25,-2,-10
24,4,-6
38,11,-3
32,-3,2
31,1,-4
23,-10,3
28,11,-15
38,9,-9
25,-8,26
30,-9,-7
33,4,-19
37,-3,9
32,-10,-3
25,-3,-6
26,10,-1
28,3,7
25,-6,-7
36,5,-9
22,3,5
18,-1,-3
37,5,4
35,-11,7
24,7,-10
27,2,-3
31,-7,-3
33,9,-11
34,-17,16
34,2,-7
27,-13,14
36,18,-18
28,-6,-1
34,2,0
29,0,-4
33,2,-5
30,-9,5
40,9,-8
26,0,2
35,21,-11
30,-6,5
37,20,-14
29,-12,1
18,9,2
35,-1,-5
27,-18,8
35,14,-4
28,-6,-4
22,4,3
38,2,-4
23,-11,10
26,5,-3
29,4,-2
43,-3,-8
15,-1,12
21,11,-8
36,6,1
40,-4,-15
33,7,-3
26,0,3
47,-3,-11
31,-5,9
10,-5,0
33,-6,-6
40,2,6
28,10,-15
25,-1,-4
35,-2,-4
22,0,6
14,10,3
50,8,-12
42,13,-14
27,11,7
24,2,19
23,4,-13
35,-5,-15
40,-8,-3
18,-11,13
13,-4,-3
38,-4,2
46,9,-15
21,-7,9
7,-3,1
44,-15,-4
38,-12,-2
7,-3,9
25,3,-9
41,6,-11
34,13,3
30,-1,2
42,-1,-21
27,18,-8
37,8,2
45,12,-15
42,1,3
10,-7,17
28,-6,-1
47,-4,-17
31,-9,11
30,5,5
26,6,-10
46,1,-9
43,3,-7
15,-2,-2
47,0,5
34,0,-3
15,-2,1
20,-5,-7
47,7,3
49,-14,19
22,16,-6
49,10,-7
54,2,16
13,7,2
13,9,-1
35,10,18
39,17,-21
24,-18,15
34,4,7
42,-1,-9
23,5,-16
31,-5,13
23,1,5
33,-2,6
43,10,5
35,10,-11
27,-3,3
25,10,-6
27,-3,3
33,-3,9
46,2,3
40,7,-16
23,7,-1
24,-2,3
28,-13,9
33,4,-5
33,4,4
24,13,-5
43,15,-18
50,9,-10
22,-1,23
19,2,4
41,1,-1
19,14,0
24,3,-5
34,5,0
48,3,-8
38,7,9
23,25,-16
45,0,4
19,6,21
20,6,0
30,-8,-4
17,-10,18
21,2,-1
29,-8,17
30,14,2
36,6,-8
34,3,0
33,12,-1
39,-5,2
32,4,2
40,9,1
45,11,3
23,19,5
24,12,-2
34,6,-1
35,9,-19
53,11,-10
37,1,-2
46,-1,19
32,9,-1
23,11,-1
31,4,-4
14,0,16
1,7,2
54,-10,1
61,4,-10
42,7,0
24,14,1
19,-8,0
26,0,-15
44,4,7
27,12,37
26,15,-10
27,-4,-2
36,11,8
25,-10,11
26,-19,18
20,9,-12
30,1,14
28,-11,11
29,-5,-13
34,7,-3
18,0,-3
29,-5,21
37,16,-5
30,12,-1
20,0,11
47,13,-2
30,1,7
38,6,10
38,0,8
35,4,11
38,2,1
30,1,7
50,5,3
25,-2,7
30,-5,12
17,9,-17
40,-6,-8
36,6,16
26,5,0
39,-4,9
26,1,-1
34,0,-4
26,2,13
31,0,-7
41,2,-2
34,-2,13
31,12,-3
42,1,0
30,0,17
30,-3,0
29,-6,-5
33,11,2
34,17,-2
15,-5,-12
25,-9,16
