ax,ay,az
26,-5,19
60,-1,-8
-14,1,-4
2,6,-20
49,-12,28
31,3,13
62,7,-7
69,5,14
28,2,27
28,10,-22
34,-4,8
34,-2,12
-11,-3,-10
17,6,3
54,-3,12
27,16,-9
33,15,-16
28,21,-1
9,7,-17
28,-12,18
16,5,-7
27,0,-3
41,11,2
39,7,-5
41,-8,-19
40,-2,36
35,-11,8
29,11,-6
36,19,6
31,11,-3
17,11,2
31,2,10
26,-9,7
23,-13,-5
27,3,6
21,1,-15
26,10,-16
51,7,0
29,9,17
18,6,-3
36,3,-11
17,2,19
35,5,-16
19,-1,-5
26,14,9
46,9,-9
23,7,-13
54,3,2
28,-10,22
13,4,-3
36,-3,-16
31,-14,22
22,-3,-5
14,-5,-8
15,-3,7
51,-4,-8
42,-3,-4
24,-6,15
49,0,-14
41,4,15
27,15,-3
50,-2,-11
45,-16,8
30,-16,3
25,4,-10
36,8,13
26,13,-5
29,15,-14
24,14,13
25,10,-2
16,7,-14
48,5,-4
38,3,-2
35,8,-16
35,15,-20
44,-2,17
38,8,-13
8,5,0
29,6,-6
46,3,8
11,16,-6
17,11,-5
50,-2,-3
44,-2,12
7,2,-9
6,-4,25
-4,-7,7
25,-20,3
48,-8,7
11,-3,-4
31,-4,-6
30,-10,13
49,15,-29
29,6,8
14,13,12
26,5,-19
20,-10,8
32,-4,28
44,0,-11
32,-10,2
28,-3,19
43,-4,-8
34,-6,4
24,5,5
58,-8,16
15,0,3
16,-1,11
24,-1,2
24,-11,8
32,-2,29
90,-7,7
22,8,-13
46,8,2
3,1,8
17,5,-10
41,-4,18
26,-2,9
43,2,3
44,-10,-9
6,5,4
39,-4,3
69,-3,-7
29,7,8
46,8,10
23,9,-3
16,10,4
65,-4,12
45,-11,17
3,-15,16
27,3,-25
53,0,20
45,23,-27
21,5,-5
25,6,12
54,-2,-14
25,10,4
26,2,12
22,6,-16
54,0,-10
28,6,24
35,13,-8
30,-1,-19
35,6,12
46,-9,13
26,12,-23
22,-6,10
22,-8,15
54,-14,3
34,-9,1
23,13,16
27,14,-2
37,-10,6
26,12,-8
6,28,-17
22,1,11
55,-1,-7
21,14,-6
4,7,7
26,1,-13
50,4,3
37,-2,6
27,-19,-14
24,2,7
46,10,-7
49,-5,17
18,20,-2
10,4,-10
64,-7,14
37,-8,4
1,7,7
44,2,-14
35,-13,1
36,-15,20
24,7,-12
2,11,2
45,6,-8
29,-3,5
20,7,4
22,0,1
42,-1,-8
47,-1,18
33,-1,-5
26,-11,22
9,8,-9
34,8,1
25,1,18
34,6,-3
18,-10,6
15,2,-14
29,7,17
16,20,-18
39,4,-18
38,-8,15
33,12,-16
2,8,7
41,7,-20
23,-2,2
63,0,11
4,11,-16
46,7,-31
23,13,-4
21,4,5
6,-2,-15
22,10,-11
36,11,-24
42,-2,4
15,-4,13
13,-11,5
39,-6,7
42,-27,15
