ax,ay,az
23,-6,0
12,1,-7
29,11,5
18,15,-25
47,-11,20
50,-6,37
6,13,-30
25,-13,-15
44,12,6
11,8,-9
28,-4,-18
50,-5,2
42,5,-12
37,18,-33
25,6,-7
28,1,-20
49,-4,3
36,2,-22
24,7,-2
39,21,-38
31,-2,3
27,2,15
23,-8,-29
22,1,-19
23,11,-2
22,29,-14
28,-20,19
41,-19,-2
37,5,-28
33,13,0
25,-9,-2
29,-7,2
26,3,14
42,-10,-24
28,2,-23
17,15,-23
30,8,-20
32,9,7
20,10,-28
33,-4,7
25,12,-22
40,2,14
40,3,-32
27,5,7
24,-3,-10
37,-3,-21
35,-7,7
27,-8,0
19,6,-12
36,-4,-6
31,-6,16
35,-2,0
36,2,-17
25,6,-7
33,-2,3
32,-8,-4
36,2,10
32,2,9
35,0,-6
31,-9,3
35,4,2
28,-5,7
36,-4,-6
29,-11,9
30,0,-6
38,-11,-6
29,0,-1
21,5,5
34,-9,-3
33,-9,2
36,4,-4
31,-10,2
35,-1,0
39,9,-15
24,-4,-1
22,-9,4
31,2,-10
29,-14,4
45,5,-13
24,-3,5
29,10,-7
28,-5,2
44,-1,-4
22,0,-2
28,1,-8
32,8,-13
24,-8,-3
26,-1,3
42,3,-2
35,-4,-3
22,-9,-4
16,0,-8
28,6,-5
28,1,-5
20,0,9
27,-11,7
28,-14,7
27,-15,7
28,-9,2
24,-4,4
40,9,2
20,12,-8
22,8,-24
35,-1,-1
19,3,-10
34,-3,4
26,-1,8
20,-12,7
40,0,13
36,-4,17
27,2,-1
42,-3,-14
33,8,-6
27,15,-11
15,-10,-9
22,-11,6
41,3,-4
31,2,8
30,-7,1
46,0,-1
37,9,7
26,14,-4
19,-4,-7
23,-6,-6
34,-3,4
29,4,-6
36,-14,13
27,-15,5
24,-13,2
29,-11,6
34,12,-13
28,8,-5
10,-11,2
16,-7,-7
44,-2,7
37,-8,9
33,-11,6
34,-10,2
44,5,0
40,0,5
19,-8,4
18,-8,-3
26,-6,3
33,7,-8
27,3,-2
28,-9,7
28,-15,3
28,-10,0
34,-8,-2
26,-4,-7
33,6,-12
34,9,-15
29,3,-15
18,-7,-1
23,-6,-6
29,-12,-1
34,-12,-8
32,-2,-12
38,-15,17
37,-5,6
26,-4,7
31,-6,3
38,4,-7
31,16,-15
33,-9,9
33,5,4
36,2,-8
41,7,-12
36,-2,9
31,-3,6
45,-13,0
34,-2,0
27,-1,8
33,-8,0
39,-7,5
41,-1,1
20,-6,0
27,-3,-3
30,-4,-2
31,12,-6
24,11,-5
33,-2,-8
27,4,-2
28,-10,-6
38,-18,-3
35,18,-4
28,4,-3
33,11,-14
28,5,-4
39,-10,8
38,-3,10
25,-3,-5
33,1,-8
27,14,-4
22,8,-9
35,-2,2
23,-1,5
34,2,0
40,5,-5
37,6,6
31,6,4
26,-2,1
35,-5,-3
36,-7,-1
26,1,-9
22,-4,0
24,6,-5
34,4,-1
31,-2,4
31,6,-1
50,-3,-10
43,-5,-8
21,2,4
11,19,-12
37,-13,2
36,-6,1
33,1,4
32,9,-6
24,12,-6
19,6,2
32,13,-7
24,14,-17
32,2,-9
16,5,-1
23,3,5
28,6,9
39,7,-5
30,4,-4
29,11,-4
37,3,-8
17,4,-5
31,6,3
34,6,-12
39,7,0
33,6,2
32,4,-5
38,5,-4
33,1,-3
29,9,-3
23,8,-3
39,2,5
39,4,-5
35,2,-3
34,4,4
31,15,-12
26,21,-11
23,6,-4
30,-1,-2
28,4,0
36,2,-6
37,-13,8
23,12,4
48,-10,15
18,24,-7
33,12,-21
47,-14,21
19,9,7
32,2,-4
25,-2,6
44,13,-14
18,18,-4
47,6,-7
34,6,-1
22,2,-1
21,1,4
33,0,3
32,-7,5
36,6,-5
30,1,10
45,4,-11
40,-1,9
24,-5,7
31,-7,0
27,-2,6
26,1,4
40,10,-14
39,5,-2
27,4,-4
21,10,-8
40,1,-3
37,4,-2
27,6,-2
34,7,-1
31,6,-5
32,-2,0
32,0,-5
26,2,-3
30,9,-7
27,7,-3
27,-2,5
26,6,2
27,7,2
27,8,-1
31,2,9
24,5,3
28,10,3
30,7,2
26,7,3
30,1,4
31,-1,14
18,7,0
23,-1,9
22,6,3
29,0,0
29,0,8
27,5,-9
28,3,6
27,8,-1
33,6,3
30,10,1
33,1,6
34,5,6
40,2,-1
32,5,3
30,-2,12
30,-3,7
34,-6,7
34,-2,6
31,0,11
30,5,0
31,-5,5
34,0,17
32,7,2
36,-5,16
34,4,0
36,5,6
23,0,5
35,-5,-2
37,1,5
29,0,3
32,-2,0
24,16,-2
29,11,-1
28,-8,14
31,7,1
37,13,5
28,-1,9
38,6,-11
25,8,-6
30,6,1
34,4,-2
31,3,-8
26,3,2
33,3,-2
28,4,-2
26,-10,3
28,-4,1
19,6,-9
21,-4,0
28,-3,7
29,-1,2
35,4,-4
