ax,ay,az
23,6,-3
29,14,-14
24,11,0
26,1,1
24,3,-7
40,1,-1
34,-1,6
29,-4,9
42,-3,-4
48,-3,8
38,-3,20
18,-9,2
32,-10,5
30,12,-2
31,6,-4
22,6,-5
28,11,-5
33,1,3
30,3,1
41,-3,5
39,-4,10
31,-5,2
34,-8,1
21,5,-9
17,7,-2
37,10,-4
37,8,-1
35,-3,10
33,0,9
33,-4,2
20,11,-6
20,11,-9
39,1,3
41,3,3
36,-3,9
34,-6,7
22,5,-5
26,5,-7
30,6,0
34,-3,7
34,-5,10
41,-4,0
27,7,-7
26,4,-6
31,0,0
33,-1,2
33,-2,-1
29,6,-10
34,1,-1
32,-2,10
20,3,-4
23,5,-10
40,-4,0
36,4,2
25,9,-5
32,-5,2
30,-3,2
26,9,-7
35,2,5
41,-2,4
30,-3,-2
25,6,-5
31,3,4
33,-4,1
26,2,-3
36,-4,5
35,2,0
30,1,-2
30,7,-7
29,8,0
27,2,-3
36,5,0
31,4,3
27,4,-7
27,1,1
26,2,0
23,2,-1
31,3,-4
31,1,1
29,8,-2
29,9,-3
33,3,-4
33,5,-2
32,3,0
32,5,2
37,-6,8
35,1,5
28,5,-4
29,0,-1
25,2,-1
27,-1,2
33,1,1
33,2,-1
34,-1,2
34,1,-2
26,-2,-2
26,3,-6
30,0,-1
28,-1,1
30,1,-4
29,0,0
28,0,-3
26,4,-2
29,0,-1
33,4,-1
34,4,0
28,3,-4
29,0,0
28,-1,-1
30,1,2
32,1,0
33,3,1
29,5,-3
30,-1,3
29,1,0
30,4,-2
30,2,0
28,-1,0
34,0,0
34,3,1
29,2,-3
29,-1,-1
28,0,-1
28,2,-1
33,2,2
33,4,0
29,3,-1
29,1,1
31,0,-1
30,4,-2
30,1,-3
31,-2,2
35,1,0
33,4,-1
30,2,-2
30,-2,-1
28,3,-3
33,0,-1
31,0,1
32,0,-2
33,1,1
