ax,ay,az
26,4,-7
33,-1,-4
41,-9,10
35,-7,0
37,3,-6
25,-10,16
22,9,-4
53,2,-13
28,3,-4
21,4,-8
26,2,-12
26,8,-14
26,0,-4
23,5,-4
28,3,-3
34,3,-6
28,7,-14
24,-4,-12
30,1,-2
35,2,-7
34,1,-13
24,5,1
15,10,-7
46,0,-10
52,-5,7
13,7,-3
26,1,-7
39,5,-12
38,1,-7
23,6,-6
37,-4,3
38,-1,0
26,8,-13
27,7,-12
29,0,-3
33,-2,-8
32,1,-9
32,9,-10
26,3,-6
22,5,-14
48,-6,1
40,-5,-3
31,9,-10
33,2,-1
33,3,-7
34,7,-3
28,5,-10
28,4,-11
36,1,-6
34,5,-5
38,-3,-2
34,4,-3
36,2,-3
36,0,-1
29,5,-9
30,2,-7
28,0,-6
33,0,-6
28,5,-9
23,7,-11
31,-1,-4
34,-5,-3
39,3,-8
28,7,-7
26,5,-7
30,1,-8
32,0,-3
30,4,-4
30,2,-6
33,2,-6
33,4,-5
28,5,-9
27,3,-6
27,1,-6
28,3,-8
33,1,-4
34,4,-5
30,3,-4
30,2,-4
29,5,-6
29,5,-10
30,3,-3
28,4,-3
40,1,-7
35,6,-3
30,6,-3
28,4,1
28,4,-3
29,4,0
30,6,1
31,7,0
29,4,3
29,4,5
28,4,8
26,5,6
25,2,5
30,3,0
33,4,3
29,3,4
31,4,2
29,6,2
27,4,1
31,4,0
31,4,2
29,2,4
30,2,2
32,6,-3
30,3,-2
29,2,2
32,5,0
29,5,2
29,4,4
31,4,1
32,3,-1
28,3,2
27,2,0
33,3,0
34,3,1
31,2,2
29,0,2
29,1,-2
30,2,-1
30,1,0
31,5,1
31,4,2
30,3,2
