ax,ay,az
46,-2,-8
37,-2,4
24,4,1
30,11,-14
20,5,-3
13,5,8
10,12,-18
57,1,-13
16,1,6
31,4,-1
39,1,1
25,3,1
27,-1,0
24,-4,-2
32,-10,1
22,3,-10
25,-7,-3
21,7,-11
26,-2,-2
28,17,2
23,12,-12
29,0,-4
30,0,5
33,0,1
26,4,-1
37,-1,4
39,-1,0
33,-1,6
36,-5,2
30,-4,-3
33,0,-3
25,8,-3
27,9,-3
32,-3,1
24,2,-1
28,-6,3
42,-7,-4
37,-7,8
21,13,-2
24,11,-10
34,-1,-1
33,-4,0
29,5,-3
30,7,-1
30,9,-5
26,1,1
30,-4,1
30,-6,0
33,6,-1
37,8,1
32,1,-2
28,-1,1
31,7,-4
33,0,0
25,-1,-3
27,1,-1
33,1,0
34,4,0
32,-3,-3
29,0,1
35,4,1
27,-1,0
30,-4,3
38,0,0
27,2,-8
27,2,-2
26,7,4
29,-2,-3
34,1,-4
32,6,-2
30,-3,0
24,5,-4
34,-1,-1
28,7,-2
33,-2,1
28,0,-2
33,-3,0
29,-1,2
31,5,-5
30,3,-3
29,4,-5
35,0,0
34,-8,2
38,-1,0
39,-2,3
34,3,1
31,5,-2
33,1,2
29,-2,0
27,1,-1
26,0,0
29,-4,3
30,-1,-2
37,1,1
40,3,-4
35,-2,-1
33,-2,3
29,1,-1
32,1,-2
24,5,-4
27,4,-3
24,6,-2
33,2,-2
36,-1,-1
34,7,0
24,6,-6
24,3,-4
33,1,0
31,3,2
33,4,-3
31,2,5
28,3,0
30,4,-4
29,5,1
23,1,-3
32,4,-1
33,5,4
31,3,0
33,3,3
31,3,5
27,5,-2
31,4,-3
30,-1,3
32,-1,0
31,3,3
32,4,2
33,0,6
33,-3,1
28,5,-3
33,2,0
30,-2,2
30,-5,-1
34,1,0
31,4,-2
32,1,1
35,0,2
28,6,-5
28,3,-2
30,4,-5
30,2,0
35,4,-4
32,4,2
32,2,-1
31,4,1
31,1,-1
27,4,-3
28,4,-5
33,0,0
30,-1,2
33,1,0
34,1,1
