ax,ay,az
41,3,21
38,-1,-23
34,3,6
25,4,13
35,-1,4
17,11,0
39,-2,18
29,6,-6
24,7,1
29,4,11
28,-4,13
33,3,-6
23,9,-4
27,3,-6
29,0,6
36,4,9
37,11,-5
26,6,-3
31,8,-2
33,-2,14
26,2,6
22,-2,3
35,3,8
34,2,-5
27,-5,6
29,-1,1
20,5,-3
28,5,-12
31,-3,12
37,1,-2
24,-1,3
24,1,7
31,11,-10
27,6,-2
24,-3,12
32,-2,5
41,11,-8
36,8,-2
29,2,-2
31,6,-1
38,6,-5
30,7,-3
33,3,1
31,9,-15
27,5,-5
28,-7,8
20,8,-4
32,5,0
29,6,6
27,3,2
25,3,6
29,-3,3
24,-1,-1
41,0,0
42,2,1
22,6,3
21,1,8
37,-6,-4
34,4,0
10,3,1
29,-10,6
40,-8,4
18,2,-4
30,-1,9
31,8,-1
41,3,2
34,5,4
29,13,1
29,5,-2
40,9,3
41,1,-1
27,6,-2
40,-4,-5
36,-1,5
26,-1,1
31,2,11
34,1,4
36,10,-3
33,9,-1
37,-8,14
42,-2,7
40,-10,13
39,-6,7
28,-2,4
39,-4,7
36,4,-4
34,5,-1
26,3,6
32,-1,13
31,-6,-6
36,-6,1
28,-3,2
31,-2,-3
19,11,-6
24,12,-5
30,3,-1
34,7,-5
41,3,5
23,10,5
32,2,2
34,7,-8
39,-7,3
33,-5,7
34,-9,8
36,-10,7
31,7,-6
29,9,0
23,11,-5
26,7,-1
25,9,-1
43,7,1
36,12,-5
37,-6,6
26,-5,9
36,-14,9
38,-5,8
26,14,-1
28,9,-8
28,6,-5
22,11,-4
34,-2,-2
35,-1,0
40,-2,7
41,-1,6
29,-3,4
26,-5,5
22,7,-4
27,11,-6
28,7,1
27,6,1
36,-3,3
39,-3,6
26,3,0
24,4,-6
29,7,0
36,9,2
35,-2,4
34,-8,6
23,3,-6
23,2,-1
29,6,3
28,7,-1
34,-1,3
32,0,-1
26,1,2
32,7,2
30,7,-1
29,-9,9
29,-3,0
23,12,-10
26,10,-3
40,-6,5
32,1,7
24,10,-6
27,5,-3
29,3,-1
35,6,-4
40,-2,3
32,0,6
26,7,1
27,6,2
31,-6,4
31,0,-4
31,3,-4
32,0,7
30,-2,2
38,2,0
30,8,-5
24,8,-3
32,-2,6
33,-5,4
25,7,3
32,10,1
43,-6,0
31,1,-3
23,9,0
31,4,-1
35,-2,-3
32,8,-1
25,1,7
23,8,-2
39,10,-10
38,4,0
22,3,3
22,4,1
26,-2,6
33,2,-5
38,0,-3
36,3,6
28,3,-5
23,4,-3
30,-3,-1
32,1,-5
30,2,0
29,2,4
30,5,-2
34,5,0
31,6,0
31,0,-3
32,7,-1
31,8,2
37,3,-1
34,4,-2
23,1,-1
22,4,-3
28,0,0
32,3,0
26,8,0
23,5,-8
25,4,0
29,0,-3
35,4,-3
28,6,-3
28,0,-1
31,4,-8
32,0,0
30,3,2
25,3,-6
24,5,-5
30,5,-5
32,4,-3
35,5,-3
32,2,-2
31,0,2
30,1,0
24,6,-8
26,3,-4
35,3,4
33,4,-4
27,3,-5
29,4,-4
34,4,-1
35,4,1
29,5,-3
26,0,-2
28,-2,-3
29,2,1
31,5,-1
31,0,-7
30,-1,-1
29,5,-4
28,4,-4
27,0,-2
34,2,-2
33,5,0
31,4,-3
29,2,-2
29,-1,1
32,-1,-1
32,5,-3
30,4,-5
29,1,-1
28,-1,-1
32,-3,-1
34,1,0
30,0,-2
29,-1,-1
29,0,-4
35,0,-1
33,3,0
31,4,-4
28,3,-2
32,0,-1
34,3,0
31,3,-2
31,3,-3
28,2,-4
28,1,-2
35,2,-2
34,4,1
29,4,-3
29,2,-2
29,2,-2
29,2,1
33,4,2
35,2,-1
31,0,1
30,3,0
28,2,1
32,-2,1
34,1,-1
31,2,0
29,3,-2
29,-2,1
31,-2,0
35,2,1
33,3,2
29,5,-3
28,1,0
27,0,0
27,1,0
31,1,0
33,1,0
31,3,2
29,2,3
29,2,2
29,3,-1
31,-1,2
32,-1,2
31,4,1
30,4,0
