ax,ay,az
52,5,-32
35,-10,31
6,16,12
30,4,-27
64,-13,-13
20,-4,36
17,6,-8
4,-1,3
48,2,6
13,15,-18
39,-9,16
32,-2,13
31,15,-22
8,-2,17
35,-7,-4
50,3,-5
31,6,-13
14,10,12
26,1,-6
32,7,-3
39,-1,0
32,10,-22
25,-1,11
35,0,0
19,3,-17
38,6,-8
27,-4,16
37,1,-12
41,3,-12
29,4,8
16,1,-15
37,9,-10
33,0,-6
24,3,18
37,-1,1
32,0,-2
30,1,-2
34,7,-1
41,4,-7
32,0,2
23,10,4
33,-3,1
33,5,-6
23,6,2
28,1,7
47,-8,-4
35,3,-6
18,-1,9
29,-7,4
36,-8,1
27,1,-6
26,1,2
29,5,-3
43,4,-1
25,10,5
30,7,0
37,-1,-8
40,-1,-7
24,3,-1
30,4,1
29,-1,7
29,7,1
36,-2,-8
36,-1,2
30,-4,-8
38,-5,1
30,0,10
29,4,-3
23,5,7
25,-3,1
28,-3,3
18,8,1
29,-1,2
27,5,-4
40,6,2
31,5,-14
39,0,-3
18,-1,16
30,4,-3
23,10,1
30,8,-8
31,11,-5
35,11,2
21,-3,14
31,-2,5
42,4,-7
31,10,-2
38,-9,5
28,-3,-6
29,4,6
39,7,-8
37,-3,-8
26,-1,6
34,-3,2
23,12,-3
27,8,0
32,-2,-3
35,-8,-1
30,4,-4
34,5,1
29,2,-1
30,10,-4
36,-6,9
33,-3,2
25,6,-5
16,14,-2
30,-1,-1
34,5,-6
29,2,-2
26,6,-2
32,-7,5
37,-4,3
33,-1,-3
29,8,-2
28,9,-6
23,2,-4
30,5,2
37,5,-1
36,7,-7
30,9,-4
19,7,-2
30,2,-1
34,2,1
29,2,7
41,-2,7
40,1,2
38,-3,2
38,-1,2
35,-6,8
37,2,0
39,-7,5
29,1,-4
41,-6,1
28,-6,2
31,-2,6
34,3,-4
41,3,-3
33,6,0
32,3,3
32,2,-4
40,-5,3
34,1,3
34,1,3
36,4,1
35,5,0
32,7,0
23,4,-5
20,5,-3
23,6,-4
29,6,-4
34,-2,3
28,0,3
30,-4,3
35,-3,3
31,3,-7
25,5,-3
30,4,-2
33,3,-1
34,-4,4
28,-1,4
28,11,-7
29,8,-2
32,-2,6
27,5,-3
27,-1,-3
31,-4,0
26,6,-2
37,-2,10
35,-3,2
24,4,-5
28,9,-5
30,-1,0
26,0,1
33,6,2
36,-5,6
28,1,-1
29,6,-4
28,7,-6
27,-3,4
36,-7,5
33,7,-2
28,9,0
29,-4,3
29,-1,-1
35,5,-3
35,6,-2
23,3,-2
29,1,2
38,-1,8
26,-2,-3
28,5,-3
37,-2,1
34,2,2
35,5,2
29,1,3
25,6,0
31,4,2
29,-1,3
32,5,0
30,1,-1
30,0,2
26,3,-3
25,4,0
28,1,1
32,3,3
38,3,3
27,6,3
29,5,3
28,4,-1
30,-1,1
28,-3,4
29,0,3
28,3,4
28,1,4
24,5,-3
22,7,-5
28,0,1
28,-4,1
31,-1,1
30,5,2
26,5,-1
27,2,1
32,-3,3
33,0,2
35,2,3
38,1,4
27,4,5
31,4,0
28,2,2
33,-2,1
30,6,-1
27,4,0
31,3,-3
27,3,-1
39,2,1
28,7,3
23,3,-2
31,4,-1
33,2,4
33,-1,0
30,7,-1
28,4,2
36,-1,5
29,1,-1
27,3,-2
33,4,1
32,3,1
32,3,0
30,1,1
22,6,-6
33,2,1
