ax,ay,az
49,-11,-11
40,11,-17
31,-4,8
46,0,-8
9,17,-4
13,-6,-2
36,-1,21
39,11,4
21,-1,-15
52,-6,13
22,10,-3
14,11,-14
24,-19,2
50,-5,-5
33,4,-6
27,-5,9
18,-8,1
30,-22,10
6,5,-21
52,-11,10
39,-7,-2
24,-2,-1
28,-6,11
24,-19,13
31,2,-10
34,-3,17
26,-9,8
21,2,-20
40,7,-7
20,4,4
14,-6,-2
37,-3,-2
45,-13,9
26,-12,-3
26,14,-3
56,6,3
11,8,-29
33,-9,6
78,10,19
-3,5,-29
-8,-2,2
64,13,18
-25,18,-30
69,-22,31
48,4,27
-2,15,-18
31,-15,-29
48,-14,39
-10,25,-35
80,-15,-1
49,-17,18
10,18,-19
27,-12,8
20,-6,17
20,4,-21
34,10,-12
47,-10,19
54,-1,-14
24,2,-3
24,1,-27
43,-3,10
26,-1,10
23,-19,14
32,4,-1
24,-2,-1
40,-25,33
20,7,-5
35,-9,3
28,-6,4
23,-3,-5
39,-3,9
21,5,-6
27,-20,-1
39,7,-13
42,-7,3
14,-13,12
18,-17,1
42,4,-17
29,0,0
19,-7,7
34,-8,12
49,-6,-15
40,-1,1
24,-15,6
25,-14,2
43,2,8
25,9,-12
22,-4,23
3,-8,-21
42,-5,3
45,-11,12
21,-14,-1
14,-14,4
43,0,-3
15,-9,-5
26,4,-5
41,-17,19
34,16,8
15,-7,-1
24,0,-1
24,0,2
26,5,-8
21,1,-9
27,-7,-2
30,2,1
39,1,-8
