ax,ay,az
35,11,-15
26,-9,19
43,-5,9
20,-1,-5
38,16,-28
30,10,6
21,1,11
56,8,-7
52,4,8
-2,5,1
31,12,-20
61,-18,16
28,-7,9
17,2,0
49,-2,-2
27,14,-20
23,2,10
29,1,8
51,0,-28
20,0,20
17,1,8
39,20,-16
35,-4,18
23,-5,9
25,-5,3
21,1,0
20,16,-26
35,-8,13
17,2,-8
47,-6,-5
26,-11,10
26,-7,-6
38,-11,-7
37,-2,0
37,-2,-11
23,-10,17
16,-16,9
42,-14,-9
41,-2,4
27,-2,8
17,-3,-6
29,2,-6
35,-4,-8
39,-7,2
18,-5,13
33,0,-9
42,3,-14
31,0,9
9,3,17
47,11,-16
37,14,-2
10,8,-6
19,1,-5
36,2,-5
33,1,-4
34,-2,10
35,-1,-14
28,-8,11
35,-6,-1
34,-13,-3
27,-17,21
49,-10,-7
26,-3,9
44,-16,-9
36,-13,5
38,-18,1
38,-6,-18
35,6,-6
28,-9,-10
41,3,-1
45,10,17
19,-3,-16
24,-7,8
20,-6,11
45,-12,-18
23,-9,12
18,-3,2
42,6,-20
21,-13,13
39,-14,6
28,-14,3
29,-5,1
35,-4,0
20,7,5
28,4,-10
39,-16,31
25,-20,15
28,6,-12
15,-7,6
32,-5,7
27,-6,-11
39,5,-16
42,-9,6
9,2,0
39,4,-16
43,-2,32
14,-9,8
44,-4,-8
32,0,-6
18,-2,4
45,-8,-15
47,-9,10
40,1,-6
15,-4,7
16,5,-7
47,-10,6
46,-7,-6
32,-4,-2
20,-1,14
34,-10,8
40,-5,-23
42,2,-10
36,-1,17
19,-21,15
38,-11,4
64,-4,9
2,-9,0
7,-8,10
34,3,-14
53,-5,8
15,6,-13
16,-8,-8
61,-18,7
37,2,-18
35,-3,0
35,-1,14
40,-2,-19
47,-1,-4
24,-3,15
8,-9,-1
44,-3,-3
39,5,3
14,-12,-13
39,-19,30
23,-9,5
31,-28,9
27,-9,10
25,-1,0
35,-5,6
32,-9,-12
29,8,10
23,2,13
34,-11,1
41,-9,16
15,3,7
28,-11,16
50,0,17
15,-8,10
23,-8,5
20,-3,-2
33,-6,1
38,6,-8
11,1,8
30,-2,-7
38,1,9
23,1,-6
41,-7,-3
33,-1,-9
18,0,-1
36,-7,2
29,5,-11
25,-1,-5
31,-2,13
19,7,0
36,-3,-5
30,1,14
30,-6,4
25,-3,3
27,4,0
37,-2,-9
23,-11,4
