ax,ay,az
23,-5,-10
46,-3,-6
27,-7,3
26,-14,5
27,1,14
12,-12,-4
19,7,-6
17,-15,0
32,2,-11
26,4,-14
25,-9,-22
30,7,3
12,0,14
24,0,-20
40,-11,-8
28,-3,9
19,3,14
71,-3,-7
35,-1,9
40,1,5
35,8,-52
14,5,15
59,3,-1
32,8,-6
4,2,15
37,6,-23
22,10,0
29,3,13
26,-17,-3
32,-7,-10
38,-1,-3
35,8,-4
34,4,8
24,3,7
48,16,-19
16,-1,7
15,-15,18
65,8,-2
-33,-5,-13
16,-22,-24
56,2,-3
13,3,-17
56,-29,21
37,-3,11
6,5,-19
47,-18,14
42,-11,18
6,-1,-12
15,-7,-11
34,-11,14
42,-13,0
26,8,-11
28,-1,-3
44,-8,-7
38,-1,-1
42,4,-15
26,-4,1
36,-11,8
36,-1,-7
17,-3,-10
40,-7,-15
44,14,-20
10,11,2
27,-16,1
35,-2,-14
27,-2,3
30,-19,-1
33,5,-11
29,-1,4
33,-8,-1
35,0,-6
34,0,5
34,7,-2
28,-3,-6
30,0,-3
30,3,-2
38,-4,-8
28,-11,3
35,5,-15
30,2,-1
27,-5,-10
31,-8,2
41,3,-22
20,-3,0
39,-17,10
60,1,-17
29,6,-2
31,-3,-1
22,-4,-8
23,-4,9
29,-14,-15
31,-6,0
48,0,0
25,9,-3
26,9,-6
38,-5,-8
36,-8,-5
26,-11,10
30,-3,8
29,-14,0
22,-4,-9
22,-5,-13
31,-4,16
34,-11,-4
44,-8,-3
17,-19,1
30,-1,22
37,-10,-1
24,-11,4
40,-19,-4
39,1,13
37,-2,-4
16,-3,2
20,-4,-18
52,-3,7
37,-9,9
35,-8,10
15,-13,-20
39,-11,7
31,4,-20
31,3,2
34,-7,-4
43,5,-2
20,-2,-18
25,0,3
30,-18,-15
29,10,3
30,-8,2
37,-8,1
36,-2,-4
25,16,7
27,-6,-11
40,-8,11
31,7,-12
35,-4,9
37,10,-12
27,-2,4
36,-16,15
19,1,-2
40,15,-23
20,0,-18
41,-1,15
27,0,11
40,-2,-8
29,1,0
47,-11,2
32,-9,29
15,16,-26
7,1,17
41,-2,7
40,-16,29
35,6,-33
51,-5,18
14,-5,-12
27,0,-4
51,-3,-3
17,-6,-7
33,-11,26
23,3,-22
28,-13,30
16,2,-22
24,-28,15
39,0,15
26,3,-14
31,-2,-8
29,-20,-5
41,12,5
35,8,-20
30,2,1
28,-14,-3
37,9,5
48,-1,-12
13,-3,13
22,-13,-1
45,-4,0
46,-6,13
13,1,0
19,7,-3
41,-21,11
40,1,15
11,-1,-7
25,0,0
48,-4,-2
35,5,14
21,15,-25
10,3,-1
43,2,10
48,-19,-1
23,11,13
22,3,-18
42,-17,2
24,10,24
32,6,-32
17,-2,0
22,-4,1
44,-18,-6
45,24,-5
14,16,-30
20,-3,6
37,-20,22
51,-16,6
18,4,-11
5,10,4
40,-10,5
37,-16,6
36,10,-6
33,-8,7
13,6,-5
34,5,-3
52,-6,4
41,-18,18
15,3,8
23,3,-6
37,-5,-6
36,-32,30
20,10,-2
21,-7,0
40,-9,-13
21,5,4
48,-14,19
44,-7,23
23,-11,5
35,9,-20
36,9,-5
24,-8,24
33,-11,9
48,-14,-6
32,6,-3
13,0,11
32,-8,13
33,-1,-4
35,-10,-7
30,11,-19
11,10,-2
22,-4,18
33,-11,6
41,-11,0
52,-9,6
17,7,-14
10,11,-9
29,1,8
24,-10,19
30,-10,13
58,0,-4
36,7,-3
