ax,ay,az
56,1,-7
24,-5,32
-1,15,-26
87,-3,-11
44,2,26
5,18,7
23,32,-24
26,-16,30
64,-16,-16
28,-28,52
24,11,-17
36,-2,-6
41,-23,33
33,18,-33
-4,16,-2
29,-24,4
83,-51,22
-33,13,-17
18,14,-23
85,-13,8
47,-9,23
-5,22,-44
14,-9,24
37,10,-5
31,-12,9
37,-16,3
37,-11,11
14,4,-15
53,4,-18
58,14,12
31,11,11
-3,19,-61
50,-17,25
40,3,34
18,-6,-16
62,-30,3
34,-3,14
31,15,-25
50,-24,14
27,-18,12
41,10,-11
4,-9,23
10,6,-10
36,-1,-27
33,-4,15
37,10,-12
34,-3,-5
29,9,-15
42,7,2
32,7,27
17,8,-4
3,-13,-2
46,-13,20
28,7,-16
-3,-22,-2
71,-32,25
18,23,-27
5,27,-46
82,-32,31
29,11,4
25,-4,-23
35,-13,-3
51,0,7
27,15,5
0,-16,9
43,-24,11
17,-19,1
22,-13,20
14,-13,-11
53,-9,9
39,10,-5
13,-20,3
47,-22,12
20,15,-6
-3,17,-30
67,-5,13
38,-5,21
22,12,-15
27,-9,10
37,-4,0
54,-4,11
6,8,-6
34,-11,7
36,23,5
9,14,-9
45,6,8
55,-10,23
10,18,-15
58,-22,-5
56,-9,26
31,1,-17
35,-5,4
40,-3,7
28,11,-27
9,8,-6
42,3,14
32,13,-31
54,-15,1
38,-2,7
18,-7,-25
14,-8,-15
81,-3,16
2,23,-17
9,-15,-8
47,1,3
22,4,8
32,-14,13
20,-12,17
21,13,-33
8,23,-4
20,2,-3
23,-3,6
35,-10,-15
48,-12,37
35,-2,-15
49,-12,11
23,6,-6
29,-3,7
40,-1,-23
22,-11,-13
10,-4,11
37,10,6
15,1,-31
31,-10,42
22,3,-42
0,2,-24
70,-2,13
35,1,9
4,10,-15
18,-14,26
25,-5,3
19,-6,17
39,-10,19
62,0,-23
30,3,0
12,-5,3
62,17,-40
36,-13,36
13,-13,5
24,8,-13
13,-2,4
11,-3,-22
52,8,2
20,13,-1
28,5,-26
56,-11,-1
0,-18,32
30,8,-24
40,3,-4
35,5,-24
21,-1,-33
51,-22,-11
23,-20,77
6,1,-7
50,-1,7
43,11,-1
43,6,19
-8,-10,2
36,-11,-13
53,-9,-4
28,9,-14
23,-3,6
17,12,-9
36,-15,10
17,3,-9
46,-11,-10
41,-2,10
30,6,-18
10,5,9
29,-16,5
33,-18,10
38,-4,-8
28,-7,11
30,-2,-4
43,-7,13
29,11,-15
36,-2,-10
42,-10,2
30,-4,3
32,-3,-12
33,-1,6
20,-5,14
21,-20,10
19,-19,10
32,-12,12
33,0,-13
43,-4,0
22,4,-4
33,4,-4
44,1,-13
39,-10,5
34,-10,0
49,-1,-3
44,0,1
17,23,3
14,16,-19
45,-1,-17
38,7,1
34,-4,2
24,-9,5
32,3,1
47,3,-2
48,13,3
32,14,-1
29,3,-9
31,7,-11
42,-10,-1
44,-13,-3
34,6,0
32,0,-2
33,15,2
41,11,-2
49,7,-16
48,8,-4
21,-14,14
41,-3,-13
50,2,16
8,17,-6
30,9,-21
27,-8,-3
20,-5,5
20,-17,-4
39,-11,3
34,-14,-3
32,-14,1
50,5,-4
35,6,-9
21,5,9
25,10,12
28,1,0
19,-3,9
17,-30,26
2,-23,-4
30,-26,-1
35,-25,10
50,-2,-2
33,9,-23
29,-1,23
31,7,27
25,-6,-9
27,-1,-4
25,-5,4
41,0,-25
37,0,1
24,-8,2
33,1,1
32,-12,6
45,3,-4
31,6,9
28,0,16
38,9,0
35,-13,10
11,-26,13
18,-10,-18
39,2,-5
34,-4,13
42,9,-9
33,-7,-1
33,2,13
35,-2,-11
48,-5,5
36,-2,11
33,-16,12
