ax,ay,az
29,-3,-7
28,-1,-4
33,3,-3
33,-1,-6
28,-3,-9
31,0,-10
31,0,-10
29,-2,-8
28,0,-3
30,-3,-7
33,0,-9
35,2,-6
30,2,-10
28,-2,-10
25,2,-4
26,1,-6
31,1,-13
32,1,-12
30,-6,-5
30,-3,-9
30,0,1
30,1,-4
35,1,-10
33,-2,-8
27,-2,-7
30,-1,-8
31,1,-11
28,1,-8
30,-4,-7
30,0,-12
32,2,-7
30,0,0
34,-2,-9
24,2,-6
28,3,-5
32,-2,-11
29,-4,-9
27,0,-3
30,-3,-8
33,2,-3
31,0,2
33,-2,-9
33,-1,-11
24,3,-4
25,1,-6
31,-1,-12
33,0,-12
29,-3,-4
27,0,-2
35,1,-6
33,-2,-7
27,-3,-7
31,1,-10
31,2,-12
29,-3,-7
29,-3,-4
29,-2,-7
31,-2,-6
34,0,-10
28,4,-6
26,1,-5
28,-4,-8
31,-1,-10
32,4,-3
32,-3,-5
28,-4,-8
32,1,-12
30,4,-11
29,-5,-7
28,0,-2
34,3,-8
33,-2,-8
25,-1,-2
29,5,-8
30,-1,-9
28,-4,-8
32,-3,-3
31,3,-1
33,0,-12
30,-3,-9
27,3,-5
28,3,-7
30,-1,-11
30,-2,-7
31,3,-2
32,0,-4
29,-4,-7
31,1,-10
30,2,-12
30,-4,-8
28,0,-1
29,0,-3
31,-2,-8
32,-2,-10
27,4,-7
30,2,-9
29,-5,-5
29,0,-3
33,0,-11
32,-1,-9
29,-1,-4
27,5,-6
29,-3,-9
29,-5,-7
32,-3,-7
26,-3,-3
29,3,-8
31,2,-13
29,-6,-8
29,0,-3
29,1,-4
33,-1,-8
34,-2,-9
27,2,-5
27,0,-5
29,-3,-10
31,-2,-11
31,3,-2
32,-1,-5
31,-3,-9
32,1,-11
29,2,-9
28,-1,-7
28,-1,-4
29,-4,-7
34,-1,-9
35,2,-9
29,2,-7
25,0,-3
30,-4,-9
30,-1,-12
30,2,-3
31,0,-3
33,-4,-9
32,1,-11
28,2,-7
27,3,-7
30,-3,-6
28,-4,-6
32,-2,-8
26,-2,-3
29,4,-8
31,0,-13
29,-5,-9
29,-1,-3
29,1,-5
33,-2,-9
35,-1,-8
28,0,-6
23,-1,-4
29,-3,-10
32,3,-12
29,-4,-6
28,1,-4
35,3,-6
33,-1,-7
27,-3,-7
33,-1,-10
27,2,-7
26,5,-5
31,-3,-9
29,0,-11
30,0,-4
30,0,-2
31,-2,-9
32,-1,-9
26,3,-5
26,4,-8
30,-1,-10
32,-3,-10
30,-2,-5
28,0,-3
33,1,-3
33,2,-4
30,-3,-11
31,-3,-8
28,1,-7
29,-4,-10
31,-4,-7
32,3,-2
32,-1,-8
28,-4,-7
32,0,-10
28,3,-11
27,1,-6
29,-4,-4
29,-3,-9
33,-1,-7
32,3,-3
31,1,-10
25,-3,-3
29,-2,-8
29,3,-13
28,-2,-7
32,1,-7
33,2,-11
33,0,-12
27,1,-5
26,4,-6
31,-3,-10
30,-1,-10
30,-1,-3
28,-2,-2
35,-2,-10
35,1,-6
30,-1,-8
28,-2,-9
26,2,-7
28,1,-5
30,1,-12
31,-2,-10
31,0,0
33,0,-10
32,-3,-10
26,4,-5
28,1,-6
29,-1,-10
32,-2,-10
30,1,0
31,0,-5
32,-1,-10
32,0,-10
25,0,-6
27,2,-4
31,0,-10
31,-2,-11
29,-1,-3
29,0,-2
