ax,ay,az
29,1,-4
35,-1,-2
34,-2,1
31,1,-14
33,-1,-8
25,2,-7
29,3,-13
29,1,-5
26,3,-2
29,1,-10
31,-2,2
30,-1,-4
35,1,-8
33,-3,-7
24,-2,-4
28,5,-13
30,1,-7
28,0,-1
30,1,-12
30,1,-14
29,0,-3
28,-3,-3
34,-2,-3
34,-1,3
31,2,-14
32,4,-13
25,4,-5
26,1,-8
31,-1,-5
27,0,-3
28,1,-14
30,0,-10
29,-2,-1
28,1,-5
36,0,-2
34,-2,0
30,2,-15
34,-1,-10
25,2,-7
29,3,-14
27,-2,0
26,5,-3
30,1,-11
31,-3,-9
29,2,-5
35,0,0
33,-1,0
30,1,-14
33,1,-11
25,1,-6
27,3,-9
30,0,-6
27,3,-2
30,2,-12
30,0,-13
31,1,-4
29,-2,-2
33,-1,-8
36,1,-6
29,3,-12
25,0,-7
30,-3,-1
29,1,-4
29,3,-15
28,0,-8
32,0,2
30,-1,-3
35,0,-9
35,-2,-7
25,0,-9
30,4,-15
28,0,-1
24,3,-2
31,0,-10
31,-3,-7
29,1,-9
29,2,-14
31,1,-2
29,-2,-2
35,-3,-6
34,-1,1
31,2,-15
29,1,-4
26,1,-1
30,1,-11
30,0,-12
28,0,-3
28,0,-4
35,-2,-4
34,-2,3
32,2,-13
32,3,-13
25,3,-5
26,2,-9
29,0,-3
26,-1,0
31,-1,-13
32,1,-8
30,2,-15
32,0,-15
27,-1,-4
27,4,-8
34,-1,2
33,-3,1
33,0,-13
35,-3,-7
25,1,-8
31,3,-15
28,2,-3
24,3,-1
30,-1,-10
31,-3,-10
28,1,-4
29,0,-9
34,-1,0
32,-2,5
32,1,-12
31,3,-11
25,3,-4
31,0,-10
31,-2,-8
28,3,-5
28,-1,-9
34,-3,-1
34,-1,2
29,3,-14
27,2,-11
28,0,-1
29,2,-5
29,3,-15
30,1,-10
30,0,2
32,-1,-4
33,1,-11
32,0,-8
25,1,-6
27,4,-6
30,2,-10
29,-1,-10
31,-1,-3
32,2,-2
30,3,-10
25,-2,-5
31,-3,-2
30,2,-10
27,0,-11
29,0,-5
34,1,0
33,-2,-2
31,2,-13
32,0,-10
24,-1,-4
26,5,-7
33,1,-10
31,-4,-4
27,1,-7
35,0,2
33,-2,0
29,0,-13
30,2,-12
33,-1,-8
29,-2,0
29,0,-10
30,1,-14
30,0,-3
28,1,-1
34,-2,-8
37,-1,-5
28,4,-10
25,0,-7
32,-4,-4
32,1,-8
28,0,-12
28,2,-5
36,0,-5
33,-4,-5
25,0,-3
27,5,-9
28,3,-11
29,-5,-9
30,1,-2
30,1,-3
31,0,-6
35,1,-12
26,5,-6
24,2,-5
32,-5,-9
29,2,-9
29,0,-2
30,0,-2
36,-1,-9
27,5,-8
24,0,-5
31,-5,-5
31,1,-8
27,1,-13
28,1,-9
34,-1,3
33,-2,-2
29,2,-12
31,2,-13
29,1,-5
26,4,-2
29,1,-10
28,2,-11
33,-4,-6
35,2,-5
29,5,-12
26,-2,-2
28,-4,-6
27,5,-8
38,4,-7
35,-8,0
24,-2,-4
29,6,-16
30,2,-7
28,-1,0
29,0,-7
28,2,-14
33,-2,-3
33,0,2
31,2,-12
31,1,-12
28,4,-3
30,0,-7
27,1,-12
29,0,-7
33,1,1
30,3,-14
29,1,-11
29,2,-3
30,1,-9
27,2,-11
29,-2,-7
33,0,2
32,-2,-5
26,-1,-6
30,4,-14
29,2,-9
29,-3,-2
29,1,-4
27,1,-4
32,-3,-7
32,-1,-11
30,5,-6
32,0,-10
26,-1,-7
28,2,-4
35,1,-10
30,-1,-7
30,-4,-3
26,5,-5
