ax,ay,az
30,3,-9
31,-3,-5
28,-2,-4
29,-1,-5
33,4,-5
32,1,-6
29,-1,-3
31,2,-7
28,1,-8
27,1,-8
33,2,-4
32,1,-4
29,0,-3
29,0,-6
29,4,-10
29,0,-8
30,-3,-5
31,0,-4
33,4,-6
30,0,-3
29,0,-1
30,3,-6
26,2,-7
26,-1,-5
36,0,-7
33,4,-6
30,1,-7
29,-1,-3
29,2,-8
32,-1,-4
31,-2,-4
31,0,-6
32,3,-7
31,2,-6
29,1,-4
26,-2,-6
25,1,-4
33,3,-3
35,2,-3
29,-1,-5
30,0,-4
26,0,-4
27,-1,-6
34,0,-3
33,1,-4
28,0,-4
29,2,-6
30,4,-9
29,2,-6
28,-4,-3
32,2,-3
32,4,-8
30,0,-4
29,0,-3
30,3,-7
25,2,-5
28,0,-7
36,1,-5
33,3,-5
30,0,-6
30,0,-3
26,-1,-7
24,3,-4
33,2,-4
30,1,-6
28,0,-5
29,3,-9
29,0,-7
30,-2,-4
32,1,-4
32,5,-6
29,-1,-3
29,-1,-2
30,2,-7
28,1,-8
27,0,-7
37,3,-8
33,4,-3
30,0,-5
30,1,-5
30,3,-7
29,1,-3
27,0,-7
28,1,-8
33,3,-3
35,1,-6
28,1,-5
31,0,-5
28,0,-6
28,4,-9
32,2,-4
31,-2,-4
32,-1,-7
31,2,-6
32,2,-9
31,-3,-6
30,-3,-4
29,0,-4
33,4,-6
31,1,-6
28,-1,-2
29,2,-8
28,1,-8
31,0,-4
36,3,-8
28,3,-7
30,1,-6
30,2,-5
31,4,-8
27,2,-6
27,-1,-5
33,2,-4
34,4,-5
30,0,-6
28,-1,-4
28,2,-9
28,0,-7
30,-3,-5
32,1,-4
33,3,-6
31,-1,-6
29,0,-4
31,3,-8
26,3,-5
27,-2,-6
35,1,-5
33,3,-5
30,0,-6
29,-1,-5
29,3,-9
28,0,-8
33,0,-3
37,1,-7
28,2,-6
30,3,-9
30,0,-6
29,-3,-3
31,1,-5
32,4,-7
32,1,-7
29,-2,-4
31,1,-6
30,0,-7
28,-1,-7
34,3,-6
33,2,-3
29,1,-4
29,0,-3
27,-1,-8
25,3,-6
34,1,-3
