ax,ay,az
34,1,-5
32,1,-3
29,1,-4
29,-2,-4
28,2,-8
28,2,-11
32,0,-2
35,0,-5
28,1,-7
31,0,-5
31,1,-10
27,2,-9
31,0,-4
33,0,-3
32,0,-3
30,1,-8
29,2,-7
31,1,-6
28,1,-7
27,1,-4
34,3,-8
33,1,-4
30,-2,-3
30,1,-7
23,4,-6
29,0,-9
36,-1,-4
34,3,-6
31,0,-7
30,-1,-2
26,1,-9
24,3,-6
34,3,-9
33,0,-5
29,-1,-3
29,1,-6
34,0,-9
29,3,-6
32,2,-8
25,3,-11
27,0,-9
34,-2,-6
33,3,-12
30,3,-7
30,-1,-5
27,1,-11
25,2,-6
34,1,-4
36,-1,-7
27,-2,-2
30,1,-8
27,2,-10
26,2,-9
35,1,-7
34,2,-3
30,0,-5
29,-1,-4
27,2,-10
26,3,-10
32,0,-1
37,-1,-5
29,1,-7
30,0,-6
30,1,-8
26,2,-9
30,2,-5
32,-2,-2
32,0,-5
31,1,-8
29,2,-7
24,2,-7
28,-1,-10
35,0,-3
34,2,-4
30,-1,-5
28,-3,-2
27,2,-8
27,1,-7
30,-1,-6
30,0,-6
34,1,-6
34,-2,-5
29,-1,-4
30,2,-7
25,1,-8
28,-1,-9
36,0,-7
33,3,-8
31,0,-6
30,-1,-3
28,1,-8
30,3,-6
30,1,-10
32,0,-6
29,1,-9
25,1,-10
36,-1,-8
35,4,-10
30,3,-8
28,-1,-2
27,1,-11
25,3,-6
34,1,-3
36,0,-6
28,-2,-3
26,2,-10
25,4,-8
34,1,-1
35,-1,-5
27,0,-5
30,1,-6
29,1,-9
27,1,-11
35,1,-7
34,1,-1
30,0,-6
28,0,-6
28,3,-9
28,1,-10
32,-2,-3
35,-1,-5
28,1,-7
30,0,-6
29,1,-11
26,1,-11
36,-1,-7
36,1,-5
30,1,-7
29,-2,-3
26,0,-8
30,5,-7
31,2,-11
32,0,-7
28,0,-8
25,1,-10
35,-1,-7
35,1,-7
31,2,-7
29,-2,-2
26,1,-10
29,3,-6
32,2,-12
29,2,-6
29,0,-6
29,1,-5
34,2,-8
28,2,-8
31,2,-9
30,-1,-7
28,1,-8
28,1,-6
30,0,-5
33,-1,-5
32,1,-7
29,2,-7
30,1,-3
27,0,-9
24,3,-5
34,2,-8
34,-1,-6
29,-2,-2
30,0,-6
24,2,-5
28,0,-9
35,-2,-3
33,0,-4
30,1,-7
29,-1,-2
27,0,-11
25,4,-7
34,0,-3
34,-1,-6
27,-3,0
30,2,-6
25,3,-9
27,0,-10
36,-1,-7
28,-2,-1
30,1,-6
25,3,-9
27,0,-8
34,-1,-7
31,1,-10
30,1,-6
31,0,-6
28,0,-6
30,1,-5
31,2,-10
32,1,-7
30,0,-5
28,2,-9
28,1,-4
30,-1,-2
34,-1,-5
32,2,-7
30,2,-7
31,-1,-3
27,-1,-10
25,2,-7
35,1,-5
35,0,-6
29,-3,-2
30,3,-7
24,5,-8
28,-1,-8
35,-1,-6
32,2,-10
29,2,-8
31,-1,-8
31,0,-3
35,0,-6
29,0,-6
26,1,-10
25,3,-8
34,1,-3
34,-1,-6
30,-2,-1
29,1,-8
28,3,-6
32,0,-2
32,1,-5
29,0,-5
25,2,-10
24,3,-7
35,0,-2
36,-1,-5
28,-1,-5
29,2,-7
26,3,-7
27,1,-12
35,1,-5
34,1,-3
30,0,-6
28,-1,-3
27,1,-10
27,3,-9
33,-1,-2
36,-1,-7
27,-1,-5
31,0,-7
29,2,-10
26,2,-9
34,1,-7
34,0,-1
29,1,-6
28,-1,-5
28,1,-9
31,1,-5
33,0,-2
32,0,-5
28,1,-8
29,1,-9
31,-1,-10
31,0,-4
31,0,-5
30,2,-9
29,0,-3
31,-3,-9
28,0,-10
30,1,-4
33,0,-2
31,-1,-5
29,2,-11
29,0,-4
29,1,-4
28,0,-10
26,0,-4
33,2,-8
34,-1,-4
30,-2,-4
30,1,-8
24,3,-8
27,0,-11
36,1,-5
34,1,-6
30,-1,-6
29,-2,-2
26,1,-11
24,4,-8
34,2,-3
36,-2,-7
27,-1,-3
30,2,-8
27,3,-9
33,-1,-2
36,0,-8
27,1,-6
30,0,-7
29,1,-9
26,1,-9
35,1,-8
34,-1,-1
30,2,-8
28,0,-8
29,0,-6
30,2,-4
28,-1,-10
26,2,-6
34,2,-5
34,-1,-6
29,-1,-3
30,2,-8
28,0,-9
27,-1,-8
36,2,-8
34,1,-3
31,0,-7
29,0,-6
26,2,-10
23,5,-2
33,0,0
34,0,-3
28,1,-8
30,-1,-6
31,-2,-4
28,-1,-8
27,0,-6
30,0,-6
34,-1,-6
29,-2,-2
30,1,-8
25,2,-7
29,-3,-5
33,0,-7
30,3,-11
29,2,-6
31,-1,-5
29,0,-6
31,2,-5
31,2,-12
32,1,-7
