ax,ay,az
30,1,-5
26,1,-7
25,1,-9
35,-1,-2
33,2,1
29,1,-7
29,0,-5
29,3,-8
28,2,-9
32,0,-4
37,0,-6
28,1,-4
31,1,-7
29,4,-11
26,0,-9
34,0,-4
34,-2,1
31,1,-5
29,1,-7
29,2,-7
29,0,-6
30,-2,-4
30,0,-4
33,5,-2
37,19,-20
37,-2,4
26,1,-6
26,2,-6
25,0,-9
33,0,-6
30,1,-5
31,0,-5
28,1,-7
28,-1,-9
32,0,-2
32,0,-2
31,0,-4
32,1,-7
30,2,-5
29,2,-4
27,2,-8
26,0,-6
33,1,-2
34,1,-3
30,1,-6
30,-1,-4
30,-2,-7
30,1,-10
28,0,-4
28,1,-4
33,-2,-5
34,2,-6
30,2,-4
29,2,-3
28,-1,-8
27,0,-7
31,1,-3
33,2,-5
32,0,-5
30,0,-4
29,-1,-5
29,0,-9
31,2,-5
31,-1,-3
30,1,-4
32,-1,-4
31,3,-8
26,0,-6
27,-2,-5
36,-2,-6
34,3,-6
31,1,-6
29,0,-2
27,-2,-8
25,1,-6
32,1,-3
35,1,-4
30,0,-5
31,0,-5
29,-1,-4
30,2,-7
26,1,-7
26,-1,-7
35,0,-4
34,1,-1
31,-1,-6
29,-1,-5
30,0,-9
29,0,-6
28,-1,-5
28,3,-4
35,1,-4
32,-1,-3
29,0,-3
31,2,-5
26,1,-7
25,-2,-5
35,-1,-8
34,5,-7
31,0,-5
26,4,-8
27,-2,-8
33,0,-3
32,0,-3
30,-1,-4
30,1,-5
31,3,-9
30,0,-9
31,0,-4
35,1,-8
29,2,-5
30,2,-5
30,-1,-6
29,-1,-9
29,3,-4
30,-1,-3
34,0,-6
34,2,-6
30,2,-5
29,0,-3
28,0,-9
29,2,-9
30,1,-4
31,2,-5
33,1,-4
30,0,-3
30,2,-4
30,5,-6
27,-1,-7
26,-1,-6
34,0,-4
34,3,-4
32,1,-6
29,-1,-2
27,-2,-8
26,2,-8
33,1,-4
29,0,-4
29,-2,-2
29,1,-9
28,2,-11
32,0,-4
37,0,-8
29,1,-5
31,1,-7
29,1,-5
30,0,-8
29,2,-5
28,-2,-3
34,-1,-6
34,1,-6
30,1,-5
30,2,-4
27,0,-7
25,1,-6
34,3,-4
35,-1,-4
30,-3,-4
31,0,-6
24,2,-5
27,-1,-7
36,-2,-3
34,4,-6
31,2,-6
32,0,-3
27,-3,-5
25,0,-5
35,4,-6
35,-2,-6
29,-2,-2
31,2,-7
24,2,-4
34,0,-4
36,0,-3
29,0,-5
31,0,-6
29,-1,-5
30,1,-8
27,1,-5
27,-3,-6
35,-1,-4
35,0,-2
31,0,-6
28,-1,-4
29,0,-9
29,0,-7
29,-3,-4
30,2,-3
33,0,-5
30,-1,-2
31,0,-4
30,4,-9
27,-1,-5
28,-1,-5
33,0,-3
33,3,-3
31,1,-7
29,-3,0
27,-1,-8
27,4,-10
31,0,-5
31,1,-2
39,0,-7
36,1,-7
29,1,-3
31,2,-6
30,2,-10
27,0,-9
33,0,-4
31,1,-7
30,0,-4
29,2,-5
28,2,-8
31,0,-4
33,-1,-1
30,1,-3
28,2,-5
28,3,-7
29,0,-7
30,-3,-5
32,1,-4
31,2,-7
31,0,-2
30,1,-3
30,2,-6
25,3,-7
27,0,-7
35,-1,-1
34,2,-3
31,0,-6
29,-2,-1
29,3,-10
28,2,-8
28,0,-5
30,1,-5
34,1,-3
31,-2,-4
30,-1,-2
30,3,-6
24,2,-6
26,0,-8
36,-1,-3
34,0,0
31,0,-7
28,1,-6
29,1,-7
31,1,-4
31,-2,-3
33,-1,-4
33,1,-6
30,1,-5
29,0,-2
27,0,-10
27,2,-9
30,-1,-3
30,2,-4
