ax,ay,az
29,5,-8
27,0,-5
31,-3,-5
33,-1,-5
30,3,-5
32,1,-8
35,-1,-6
30,-4,-4
28,0,-7
31,1,1
32,0,2
31,2,-11
31,2,-9
31,-1,-3
29,2,-3
27,3,-10
28,1,-10
33,-1,-2
32,1,2
31,2,-8
31,6,-10
29,3,-3
28,3,-10
27,1,-9
34,-2,-3
33,1,2
31,1,-8
29,2,-7
30,3,-6
31,-1,-7
30,-2,-4
30,2,-6
33,-1,-1
33,-3,-3
27,1,-1
28,6,-8
31,1,-7
28,-1,-5
31,3,-6
29,0,1
35,-2,-7
34,2,-3
31,5,-8
27,0,0
31,0,-9
33,-1,-8
27,1,-2
29,6,-4
35,2,-6
35,-2,-6
27,-2,-3
31,3,-6
31,-3,-4
29,5,-6
28,1,-9
28,1,-5
34,0,-4
28,3,-6
32,1,-7
30,-2,-2
29,3,-7
29,1,-6
31,-2,-3
34,-2,-6
32,2,-4
31,3,-7
28,3,-1
29,-3,-5
29,0,-6
31,3,-2
33,3,-5
30,-2,-5
32,0,-8
29,0,-5
28,1,-6
31,3,-5
30,1,-2
31,-2,-4
32,2,-4
29,5,-7
28,2,-3
29,-2,-6
29,0,-7
31,4,-1
33,2,-7
29,0,-5
32,0,-7
30,0,-6
28,0,-7
33,3,-7
31,2,-2
30,0,-4
31,-2,-5
29,4,-8
29,0,-6
30,-3,-5
32,2,-3
32,2,-2
32,0,-7
30,0,-6
29,2,-8
31,-1,-6
29,-2,-3
29,3,-6
33,2,-2
32,0,-4
29,-1,-5
32,3,-7
30,-1,-5
28,0,-6
31,5,-7
30,1,-1
31,-1,-3
32,1,-5
30,5,-7
28,3,-2
29,-1,-5
29,-1,-7
31,4,-2
33,2,-6
30,0,-5
32,0,-7
30,-1,-6
29,0,-7
31,2,-5
31,1,-3
29,0,-2
31,1,-4
30,4,-7
28,1,-6
29,-3,-6
33,4,-5
31,4,-2
32,0,-6
30,1,-2
28,0,-6
26,0,-5
31,3,-2
35,0,-7
29,-1,-2
31,2,-7
25,1,-4
29,-1,-5
33,1,-4
31,4,-3
32,1,-7
28,-1,-2
29,-2,-7
27,2,-6
31,1,0
34,2,-6
30,0,-7
32,0,-8
27,1,-4
28,3,-6
31,1,-6
30,-1,-2
33,-1,-4
33,2,-3
29,5,-7
29,2,-1
29,1,-8
29,1,-9
31,3,-2
30,-1,-3
32,4,-10
27,4,-4
27,5,-3
28,1,-6
28,1,-5
33,-3,3
31,-2,-1
34,2,-5
34,1,-6
27,-1,-4
31,5,-9
30,-1,-1
29,3,-3
28,3,-9
29,-1,-7
29,0,-2
30,-1,-3
32,-2,-4
34,4,-9
28,5,-6
29,0,-3
29,1,-5
31,-1,-3
29,-2,-9
28,3,-11
32,1,3
30,-1,-1
32,6,-6
34,0,-8
29,0,0
31,2,-5
28,4,-9
29,-1,-9
29,2,-2
30,-2,-1
34,-1,-6
28,0,-1
30,5,-7
31,1,-9
28,-2,-6
31,3,-5
30,0,2
32,0,-5
32,2,-7
30,5,-6
29,1,-3
31,-2,-6
31,0,-6
31,3,-3
29,0,-1
30,2,-2
27,6,-8
27,1,-5
32,-3,-5
33,0,-3
32,2,-3
31,3,-8
29,0,-1
29,0,-7
29,2,-8
31,1,1
36,2,-8
29,3,-6
32,2,-8
29,1,-5
30,4,-7
30,2,-6
31,-3,-2
34,-2,-4
31,2,-4
31,4,-7
26,3,-6
30,0,-7
34,2,-3
32,2,-2
32,1,-6
28,0,0
28,2,-8
30,1,-8
32,1,-2
34,2,-7
