ax,ay,az
30,-3,1
32,-2,1
34,1,4
35,0,2
30,-2,1
32,1,0
27,0,-1
27,2,-1
30,1,0
29,1,1
34,-1,1
34,1,3
32,0,0
29,1,-1
28,2,0
30,-2,1
29,-1,-1
32,2,8
29,1,2
33,-4,5
27,-2,4
31,-8,3
31,1,2
30,2,7
30,8,7
30,4,1
32,1,5
32,1,0
29,4,0
33,0,3
29,-6,4
29,-6,1
29,1,16
28,1,9
31,-8,6
28,-3,2
28,4,6
34,10,13
29,1,13
27,-11,11
37,11,7
28,7,14
32,2,-3
28,6,10
37,-10,-3
25,5,16
37,6,-13
34,-7,3
25,9,18
35,-10,0
26,-2,4
26,16,9
34,-9,-7
18,7,12
39,6,-7
26,1,-2
28,14,21
28,-21,5
25,1,23
27,-1,9
34,9,9
33,-19,12
32,9,3
20,-5,6
39,5,8
26,11,7
24,12,5
31,-2,12
21,9,15
27,8,17
35,2,6
39,10,16
26,12,17
23,6,9
28,-2,-3
18,-4,1
29,-5,18
33,2,14
21,-5,32
25,2,18
36,-10,7
25,7,1
35,18,-11
27,16,3
37,6,-11
34,-19,20
50,-13,4
27,18,-31
20,9,12
49,-9,15
29,3,8
31,3,-13
16,5,11
29,11,4
38,-8,-5
24,14,11
14,14,8
38,-7,-9
36,-12,7
39,0,17
22,14,3
33,25,-15
21,25,-13
31,11,0
30,10,-1
38,-1,4
29,-8,1
29,-6,12
31,-6,14
40,17,-6
35,0,10
42,18,5
32,11,1
31,13,0
30,-2,12
31,2,15
43,-8,14
44,-7,4
31,-2,23
24,-2,-2
30,7,-3
38,9,6
39,-4,22
26,-6,4
34,-2,-1
30,10,2
26,9,10
18,3,11
29,-8,4
36,-8,17
27,-11,18
27,7,8
25,3,0
30,1,5
31,16,-11
26,-4,17
21,0,8
34,0,15
41,-26,19
24,1,21
12,-13,29
36,-2,2
43,-11,-13
12,-5,0
26,3,-20
23,0,10
30,-1,8
28,-5,9
29,19,10
27,-7,54
36,9,-30
28,6,-11
30,30,-5
14,21,23
14,-5,-7
30,-11,-15
31,3,34
41,9,-51
40,13,-43
40,-7,15
33,4,-38
59,-4,19
45,3,-5
26,-4,-2
30,-3,5
29,-9,3
32,4,13
20,10,-11
26,0,-15
36,-2,12
28,-11,20
39,13,8
18,-9,5
41,7,4
24,7,-8
28,2,-2
29,-5,12
43,-1,-2
25,5,-9
12,-6,17
17,-7,5
38,3,-1
35,-2,3
32,3,12
35,7,-1
37,16,-12
33,13,-6
33,-10,15
28,-12,10
34,-2,8
30,-2,6
18,4,-3
23,-4,-4
39,-2,-9
33,-19,27
43,-15,10
42,0,-1
34,7,2
45,11,0
30,9,7
14,2,26
17,-5,22
25,-8,-3
30,8,-13
43,-8,9
38,-11,7
23,6,23
69,7,5
11,15,-21
20,3,10
60,6,0
30,14,5
0,-5,11
36,-7,32
24,-3,9
32,-6,-2
30,-3,6
14,-6,32
40,6,-19
37,7,-26
27,13,5
