ax,ay,az
4,-6,19
39,-25,-10
19,5,-18
6,-5,-5
55,-6,36
6,0,-11
45,9,-6
126,3,9
2,-2,13
-8,2,-41
50,2,24
36,11,-19
70,-19,-21
20,-41,19
5,-23,24
15,-13,-68
87,-28,104
33,17,-20
16,-3,5
32,-10,-7
36,12,-25
14,-1,16
65,22,-12
28,32,13
45,10,-30
84,7,-4
23,-8,-7
26,15,-15
27,3,31
0,-12,4
2,5,-16
19,22,-45
7,1,-13
28,7,-27
14,8,-6
35,-4,-14
20,6,-33
45,3,21
40,1,-24
58,3,10
17,-13,-20
44,-18,38
33,-5,23
53,3,20
29,17,-11
64,-5,-3
56,16,13
34,-3,1
33,-3,33
56,7,-47
-3,-4,-13
49,13,-6
49,-9,21
34,2,-16
12,10,1
60,-4,18
29,0,-14
56,8,2
25,4,17
43,12,-28
29,0,11
50,13,14
13,10,10
65,-6,-13
37,1,-12
53,-2,-6
27,-4,-27
50,2,16
24,7,-11
29,-1,-22
54,7,21
33,-6,12
49,-4,-1
39,1,10
57,1,8
34,4,-4
35,8,-4
40,5,0
40,-5,8
56,-1,11
18,-9,12
22,4,-6
49,9,-3
19,-17,11
21,14,-6
55,6,-26
17,-7,21
31,19,-48
36,-19,-12
31,12,-5
41,17,-49
6,-1,10
21,23,-34
41,0,8
4,20,9
31,6,-13
24,-6,-8
8,13,-27
19,-6,-15
3,15,-6
38,7,-14
2,-9,-4
43,-5,1
15,7,-22
38,-24,47
9,13,-35
28,8,-6
45,0,1
23,-3,-4
20,-6,6
20,15,2
50,-8,-5
15,11,-12
-10,13,-14
1,-6,12
21,-6,-6
26,8,-21
34,-2,-4
25,7,-35
59,-9,-3
22,11,18
30,0,2
36,-4,-3
44,-2,-18
14,17,-14
38,-4,-10
30,9,-14
36,2,-1
14,9,-12
10,6,-23
29,2,-8
44,14,-7
27,-4,-3
33,9,10
57,-14,-13
34,-6,2
27,-8,13
23,2,5
41,5,-17
27,-6,-6
11,12,-13
28,-14,7
44,5,7
34,-1,17
28,-3,-6
31,0,-17
23,6,-9
29,20,-21
8,0,14
23,-8,-1
26,-8,0
41,-5,8
26,9,-9
24,3,-2
49,-4,8
42,2,-4
43,-4,4
22,5,-22
25,7,-6
43,-4,11
20,2,-5
40,0,32
28,-6,10
33,6,-16
43,4,-19
16,6,-18
14,11,-12
34,-1,5
28,-3,0
43,-2,22
39,5,2
23,-4,2
42,5,-17
38,-1,-12
22,0,-6
33,8,-10
35,-2,5
29,-5,3
35,-4,10
36,-1,22
41,12,-25
28,1,-6
24,-2,-4
26,-4,-10
41,-4,11
34,0,-14
19,-14,-5
38,-15,0
28,15,-14
23,7,5
10,7,-15
16,4,-23
32,-3,8
24,-8,-3
45,4,-12
38,-2,-12
25,2,-8
21,14,-13
41,0,-8
42,9,-1
36,-12,-12
38,-2,-26
31,8,-1
25,9,3
30,2,-2
34,9,4
27,6,6
34,1,-1
34,-4,18
14,23,-22
32,5,-16
29,-11,-19
35,-3,-24
-8,-4,6
38,-7,22
40,0,-12
40,0,-2
6,1,-2
17,1,-12
32,-18,2
17,-5,-8
34,0,-14
43,-3,-23
22,9,-23
30,0,2
39,-1,7
29,0,-14
63,-7,-12
10,2,-13
13,3,-4
16,-5,1
23,-11,-10
23,2,-8
22,0,-16
44,-8,5
29,-9,-2
15,1,-13
19,4,-25
27,4,-8
48,-7,-9
39,-7,-6
16,-10,-6
35,-9,-16
34,-10,-7
33,1,0
32,-9,23
29,-2,5
42,10,-23
23,12,-22
39,0,-9
42,-6,15
36,-6,12
25,1,6
19,13,5
37,4,-11
44,-6,14
32,-13,-2
33,-6,-6
24,23,-7
37,14,-7
26,6,-6
34,0,-28
33,0,-16
39,4,-17
14,8,-7
23,-2,-13
22,3,-11
21,-1,0
25,-4,-12
28,5,-7
31,-1,-6
25,7,-1
26,-11,1
38,-7,-25
32,10,2
11,18,-4
37,-7,12
22,2,-1
28,3,-21
53,-11,13
14,3,-25
20,-1,-23
32,8,-14
23,6,-1
26,2,4
15,8,2
12,12,-10
42,-3,2
26,10,-32
39,-10,12
41,-8,6
22,-9,-25
34,-12,0
32,-7,26
23,-9,-3
28,18,-7
9,21,-14
27,-1,3
40,1,-21
45,-13,-14
44,-5,-10
18,-12,-8
26,1,-16
46,-2,7
35,-4,0
14,23,-8
38,18,-8
20,13,-14
27,5,-13
29,0,-17
39,4,-35
31,-2,-8
19,11,-19
27,0,0
38,-3,-6
34,-1,-23
30,8,-10
26,-3,-15
14,-1,13
26,-2,6
29,4,-8
26,8,-3
16,2,3
47,11,-31
27,-19,13
56,-2,-14
38,-4,-7
28,-10,-10
28,-12,32
5,6,3
33,11,-8
23,14,1
21,-11,5
18,-1,-3
49,-4,-14
41,-5,-10
20,5,-23
38,4,5
20,5,-12
42,5,-15
33,10,-5
31,-13,11
18,-5,19
17,-9,6
43,-2,-20
25,21,-11
6,15,-30
34,9,-22
47,-8,18
0,17,-44
56,-16,17
39,-15,-20
12,-3,-20
24,1,5
35,-5,19
16,27,-28
29,15,8
34,0,-9
24,-3,9
39,5,-20
50,-6,-3
35,-4,3
29,-10,-5
53,-8,10
21,2,-46
15,-11,17
33,4,-9
7,15,-40
72,-7,47
37,8,-11
13,-3,11
30,-8,-8
36,-1,-13
27,-6,-18
46,-10,-8
32,1,-21
26,4,-12
50,5,24
24,-8,17
1,13,-7
24,2,25
22,30,-47
46,17,-21
18,10,-18
22,0,-1
33,9,-56
38,7,-24
65,-5,14
40,2,-5
54,-17,24
49,11,15
21,12,3
33,-2,-15
34,-6,10
40,-15,8
41,-11,-14
41,-8,-8
33,1,-18
34,-3,7
45,-3,0
30,18,7
31,10,8
42,3,-14
31,-1,-15
48,-8,-7
24,-8,18
24,10,-24
52,-2,-22
-1,-14,17
36,-8,0
29,3,9
33,-13,28
45,-9,4
19,-1,-18
31,-2,-13
53,-3,-7
31,-7,3
20,-8,-11
38,-6,7
35,-8,-3
17,17,2
11,17,1
19,22,-10
39,-3,-11
14,0,-1
28,-12,-13
52,-8,-20
27,-5,-2
21,-4,-10
29,7,-4
50,2,12
30,0,-7
13,5,-7
32,-7,-1
39,-1,-10
36,0,-6
38,-3,2
41,-6,-2
33,-7,-12
20,-7,9
27,-6,1
48,12,-15
31,3,4
33,7,-17
46,-7,16
46,-6,-23
28,-12,-3
31,10,-2
24,7,-2
31,11,-17
27,0,3
32,-8,5
45,-8,-26
29,-7,-14
25,2,-13
15,0,29
41,-2,10
30,-1,-11
9,10,-11
20,2,14
36,2,-24
39,11,-25
28,3,-5
17,3,-1
24,-5,-16
32,-15,-1
29,-7,12
31,-3,8
37,-1,-8
26,18,-20
25,-4,26
23,-7,1
46,-16,0
38,3,-32
18,8,-8
17,3,-1
24,-2,1
30,2,5
34,-5,-8
30,-1,-16
39,0,-18
33,5,-21
31,-6,28
34,5,-25
46,1,38
30,-11,21
45,1,0
24,11,1
26,14,-46
55,-4,3
-12,15,-46
43,-12,-5
51,-7,17
29,-3,0
39,-10,20
40,20,-13
28,20,0
26,6,-4
42,5,-12
45,-15,-19
45,-12,6
10,-4,17
23,-3,-9
42,1,3
21,-5,-8
20,4,-9
31,-4,-31
39,4,-3
21,5,-4
25,1,-2
39,0,-11
21,10,-18
31,0,6
19,13,-11
31,11,-22
47,-1,-21
31,3,7
17,-12,-22
32,-13,-7
45,-7,8
28,4,-2
13,11,-8
26,12,2
29,-2,17
18,-17,2
34,-4,-26
35,-1,-18
18,0,12
14,-10,26
31,2,-17
35,-3,-15
10,-3,0
36,-2,-7
35,5,-5
43,5,-5
31,5,-19
43,-4,0
29,-2,-15
20,6,14
24,7,12
43,4,-16
37,-5,8
43,-1,-6
45,-3,-13
28,-14,-9
29,-8,-20
37,8,-1
41,0,-1
8,8,10
26,15,5
51,-11,0
28,-1,-3
43,-15,6
38,4,-35
-2,-2,20
16,-19,23
51,-8,-7
36,2,1
16,1,-9
31,9,-28
33,12,-21
22,18,-30
15,1,22
29,-2,-4
19,22,-36
18,7,20
27,14,1
29,19,-49
64,-10,16
19,3,-34
45,-6,13
15,-4,-24
41,3,-10
35,4,12
33,6,3
26,1,-1
24,0,7
26,7,-14
29,-2,-7
29,-3,-11
37,2,-14
29,-4,-7
20,-2,-11
18,-8,9
29,1,0
42,3,-12
27,5,-6
32,3,-14
43,-4,-7
32,-7,-5
29,-16,1
31,13,-1
32,11,-4
42,0,8
30,-8,-3
43,-9,-3
49,-5,-9
25,-17,1
30,-4,-10
51,-1,5
43,-4,10
29,-6,16
