ax,ay,az
42,23,-19
24,-3,3
26,-13,23
35,11,8
35,7,-26
28,-9,2
21,-14,9
33,-11,4
31,-16,-5
31,-14,13
35,-8,-9
34,-7,-9
36,0,-5
26,3,3
33,3,-9
27,-1,-12
46,17,-30
30,6,-19
28,0,3
25,1,14
39,7,-16
26,16,-22
36,-9,-2
12,12,6
28,-1,-8
25,0,-20
20,-5,-3
26,6,16
35,6,-37
43,1,-14
23,31,-18
24,-2,5
40,10,-13
14,2,6
22,10,20
32,-8,-7
45,1,1
38,-4,-3
16,-5,7
31,-6,-24
33,-5,-9
32,-1,-17
9,-10,-8
20,7,-31
30,-13,-5
27,-17,-3
36,-22,-6
42,-10,-4
42,-15,3
42,-13,-8
37,3,-9
26,2,-3
51,-4,-39
29,3,3
15,31,-13
49,12,-16
31,18,-16
0,17,1
28,29,22
28,11,-9
27,8,2
37,17,-4
13,3,-2
31,-1,-12
41,-12,28
5,14,-10
45,-12,-11
37,-14,49
10,-16,-17
31,-8,-3
25,-4,-21
20,-4,-22
71,-10,-9
35,-9,-1
43,-3,-12
65,6,3
49,-1,-43
18,8,-23
56,3,-3
62,-15,8
27,-18,-11
54,-2,-1
42,1,-10
25,-12,-18
36,-7,-3
43,-9,3
15,5,-23
34,-7,-13
27,9,-8
31,9,15
17,10,0
34,-2,5
28,18,-5
20,8,-14
15,2,21
30,-1,9
35,14,16
23,5,-4
30,0,10
37,8,-24
35,1,5
23,-10,-10
23,0,-9
34,2,-21
29,-7,-6
17,5,-33
9,-7,-1
20,-5,-9
32,-10,-25
44,7,-11
26,-7,-6
36,-16,-7
58,-10,0
32,-3,-14
31,-11,-5
49,-11,1
49,2,-4
37,17,-18
42,0,-15
23,8,13
52,4,-6
28,0,-14
38,-9,-6
38,2,21
23,11,5
24,9,-3
38,-4,12
26,13,-2
25,5,-9
9,10,-11
33,-9,8
28,11,-5
23,-3,-13
29,-14,24
30,-20,7
37,2,-7
34,-2,-23
14,-9,31
31,-14,3
29,0,-7
26,-12,-5
30,-7,32
29,-3,-8
29,4,-15
35,-18,6
22,3,-7
22,3,-4
45,-1,9
19,3,-19
29,-3,-6
41,-2,-5
38,-9,-3
42,2,-8
33,-2,0
41,-6,-8
29,3,-20
24,3,-13
20,1,-7
20,0,-12
26,-13,-15
39,-1,0
20,0,-1
26,0,-17
45,-1,-17
29,-1,-17
36,1,-1
41,-4,3
39,-8,-4
54,-2,-19
43,-1,5
24,-4,-9
50,-8,-10
44,2,-28
33,-5,-2
19,-5,-6
37,-6,-9
42,-4,1
26,-2,-18
36,-16,2
37,-13,2
34,10,-36
54,-7,-3
33,-1,-12
39,-6,-5
33,-1,-21
44,-7,-5
29,-6,-7
38,-9,-8
32,1,-17
29,1,-8
28,-12,-3
38,-6,-24
20,-7,-4
38,-9,-4
41,-13,-3
49,-7,-20
52,-7,0
27,0,-2
30,-2,-11
42,-1,-8
31,0,-34
29,-1,-6
35,-4,13
31,-8,-10
45,-7,-9
45,-2,-4
19,0,-5
40,-24,5
47,-14,-11
33,1,-18
42,-3,-14
33,-15,-3
35,-10,-2
30,3,-17
36,6,-34
22,-13,4
27,-7,-3
17,-10,-15
43,-3,-27
41,-27,23
11,-6,-12
30,-19,-1
42,-15,-1
40,-16,-3
34,-11,-1
24,-4,-17
26,-10,-1
35,-9,3
39,0,-17
16,11,-23
21,-7,0
32,0,-4
35,-1,1
31,-6,-8
28,-1,-10
22,4,-8
16,-10,51
7,9,-1
38,2,-4
31,-13,-4
9,-1,12
