ax,ay,az
30,2,10
31,6,-1
35,1,-14
29,-4,3
18,-20,-3
23,-14,-21
39,-7,12
20,0,2
28,-4,4
34,-9,4
45,4,-5
44,4,-8
36,-1,1
40,13,-18
36,7,10
39,0,10
17,-9,1
36,1,11
24,-7,-7
29,-18,17
16,-5,-10
29,4,-10
21,-7,-20
31,-12,-9
36,1,2
15,-7,-3
21,-5,16
36,6,3
46,8,-10
21,-1,4
45,6,-15
28,6,9
27,10,-2
30,9,-11
23,-2,-8
27,-2,-2
28,1,5
16,-3,8
34,7,-11
36,-6,-9
18,-3,-8
36,12,-19
22,-11,9
24,-7,-10
29,-7,-12
16,-1,-1
35,14,-29
24,-11,3
42,-1,-11
20,4,-1
20,0,-1
41,3,-2
25,-14,2
27,9,4
16,-6,-6
42,-3,16
24,-13,1
32,3,8
33,6,-19
34,-1,6
31,2,0
38,1,3
31,-3,-5
28,-2,-9
30,9,-12
29,4,-13
26,2,-7
21,1,3
46,5,-14
20,1,-3
42,15,-18
23,-6,6
43,1,-2
40,-9,4
50,5,0
32,0,-6
52,4,-6
43,1,7
47,-6,-4
33,1,-2
43,3,-3
42,3,-6
36,2,-14
28,8,9
21,-5,-1
39,4,1
31,-8,10
23,4,-19
43,0,6
23,-1,-6
29,6,10
8,-13,-2
50,2,-6
22,-8,-7
33,16,-14
34,5,-20
27,-9,12
25,14,4
-4,-7,-6
39,6,-6
34,10,-36
11,7,-5
28,24,-43
24,-4,-1
28,19,-33
9,-6,-8
10,2,14
36,-11,-26
24,10,-18
37,16,-27
14,-2,-17
35,4,0
25,0,5
9,4,-13
31,5,-10
30,-4,-13
3,9,-9
19,6,-14
36,7,-5
22,-14,0
49,8,-18
25,-1,-13
35,1,-6
47,13,-11
29,-10,29
19,12,-1
43,1,-11
49,-11,2
24,3,-3
37,-4,-4
22,-4,-4
40,-5,11
41,16,-28
22,-11,-6
20,-3,1
35,10,-18
23,-7,-11
29,2,0
38,-5,-3
24,-7,-1
28,7,-6
35,1,12
21,-8,-12
23,-6,-3
41,-3,2
32,7,-16
25,-7,10
35,-4,-7
36,5,-2
37,-12,-7
40,9,-1
38,0,-9
42,-11,8
18,3,0
39,10,-17
32,2,-11
16,-12,13
31,11,-13
39,-5,-11
28,-5,3
19,6,-18
42,-7,18
25,3,-17
17,5,-10
32,8,-17
35,5,-9
16,-1,-2
26,-2,-2
44,1,-1
33,7,-12
37,-8,-4
18,2,-3
30,5,3
35,2,-16
20,-6,-2
22,14,-11
41,15,-29
24,-11,1
20,5,2
24,16,-15
36,8,-14
35,-16,1
19,-4,5
22,-8,-7
39,11,-4
26,1,-12
29,-2,-12
45,2,-8
37,1,2
26,-2,-6
27,3,-7
36,-5,6
40,0,-23
29,-4,-5
29,5,10
23,1,-16
35,-3,-8
26,7,-16
28,-10,5
18,4,3
40,1,-19
32,1,-16
35,-5,5
27,15,-12
41,-10,3
28,6,-11
22,-5,18
20,-1,10
37,2,-30
34,5,-14
17,6,-13
44,0,13
24,-15,-5
43,-1,-13
37,8,-2
32,1,-2
29,-11,-9
8,-1,-3
37,1,-21
44,6,-2
21,2,-7
24,3,-14
48,-3,6
32,14,-13
23,-2,10
25,2,-16
32,-2,-13
22,6,16
37,0,-23
30,1,-9
23,5,-16
13,-4,-4
25,-2,-2
34,7,-8
28,-4,-10
31,-2,3
41,-1,-2
41,9,-1
35,-6,6
26,-1,0
26,-3,-12
