ax,ay,az
19,-5,-14
15,-6,-5
33,5,-14
41,3,-2
46,5,-3
23,3,-10
36,-3,-6
30,11,-5
21,11,-30
19,-3,-7
17,-9,-8
22,-8,5
50,10,-19
41,0,8
28,0,10
29,4,0
49,0,-12
28,-4,-8
16,-3,2
21,-2,19
28,4,-13
31,1,-20
34,4,-17
32,3,12
54,7,6
39,-7,5
27,-3,-13
35,-8,-3
36,8,-9
13,4,-4
11,-8,-5
39,-10,-12
30,-8,-2
35,7,5
39,-12,3
40,7,-15
24,11,-15
38,-1,-17
41,-10,-17
24,2,-2
36,0,8
18,-16,-4
16,-4,-15
40,4,-3
49,-8,8
24,-3,-16
30,-10,27
58,-4,-1
30,-10,-27
35,4,-17
32,-1,2
16,-3,-7
-7,4,-25
33,-12,-7
39,-11,-1
24,-1,-6
18,5,4
31,2,0
29,7,4
29,-4,-12
28,-17,8
33,5,-10
48,6,1
41,3,-15
41,-3,8
27,7,-12
42,1,-5
35,-2,-6
33,0,-15
23,17,-15
31,3,9
41,2,-8
47,-8,9
31,2,-16
29,-2,-10
35,12,-34
30,7,-6
17,-4,13
25,-3,-5
43,-3,-1
36,-9,-2
20,-10,11
16,2,-6
32,-2,-6
21,0,10
11,11,8
32,-3,-10
33,-12,-2
22,4,-7
32,-1,-2
32,-10,10
32,-5,1
16,7,2
30,9,-15
31,-15,5
7,8,-23
29,-11,-5
40,-4,-19
21,-9,4
22,1,-11
32,12,-18
26,8,-4
22,0,-2
12,2,-10
23,-3,-15
41,-6,-13
24,0,-12
12,-3,0
28,3,-16
43,6,-26
17,13,-13
11,-12,17
48,1,11
32,6,-17
19,5,-23
29,9,-13
22,-9,-10
35,4,-13
22,8,-9
54,4,7
3,2,27
45,20,-40
55,-5,16
-5,18,-18
27,10,6
15,-7,-32
27,-8,-10
19,-14,20
13,3,-36
40,-12,5
46,-10,-12
34,-9,13
26,6,-5
28,1,11
30,21,-19
34,10,-14
37,6,4
33,5,-6
41,2,-19
30,-5,-4
31,-4,-2
35,-5,-3
25,-6,0
46,-6,-25
29,-20,26
14,2,9
31,-2,-12
32,4,-8
28,-1,13
14,0,17
52,6,-5
42,7,-3
22,7,-28
37,-11,-7
35,-25,5
25,-7,-1
31,-16,1
26,2,3
41,1,-8
40,-11,-11
30,6,-24
23,1,0
24,18,0
36,9,-19
28,-5,-3
22,4,4
16,-3,11
32,8,-14
26,-2,-10
21,-9,-1
27,-2,4
41,-7,-6
44,0,-10
25,3,-10
24,-6,-10
42,-5,-1
33,-3,-12
31,-3,-6
31,-8,2
