ax,ay,az
50,5,-6
33,-3,24
26,-3,-2
57,1,1
38,-5,0
23,-2,7
14,-11,19
44,-4,5
53,-9,-3
19,-1,-9
35,1,-2
36,-9,-10
26,11,-14
29,6,-26
23,0,-12
24,1,-3
38,12,-15
27,-6,13
22,13,-21
20,7,8
20,2,-28
0,4,-11
16,-5,6
9,15,-52
41,-3,19
24,15,-43
14,1,6
21,-12,-1
48,10,-6
33,-2,4
34,2,-18
57,-15,27
53,9,-3
41,-8,-3
25,-10,12
32,22,-29
45,-19,-4
20,-1,11
14,5,-10
49,11,-10
14,0,1
23,10,-22
21,1,-14
21,1,5
48,3,-13
22,1,18
25,-10,9
57,16,-23
48,3,2
30,-1,0
34,-17,7
30,-5,30
60,-15,13
46,5,-26
-6,2,-12
4,19,-23
6,7,-32
43,1,6
55,2,-28
-7,-8,20
50,-14,24
58,15,2
22,-11,8
20,1,-28
56,-35,32
46,-13,49
58,12,-39
8,17,-60
29,-8,28
0,11,-17
44,13,-10
47,-2,-9
10,12,-14
22,6,13
33,-19,26
52,-7,-10
-7,-2,-11
17,-1,-11
10,5,14
21,0,-24
31,-1,-7
33,-3,-13
43,5,2
34,8,-8
53,-8,5
39,-4,-9
34,-13,8
35,-2,-5
28,5,-13
31,1,0
27,5,3
44,0,0
42,-13,16
45,-9,4
42,-4,-21
52,-10,-8
10,8,8
4,15,-7
22,-3,-3
22,3,-36
27,0,-10
26,-9,21
45,-5,-8
29,-2,-6
14,0,-12
-3,22,-30
7,-10,1
10,9,-36
37,-2,-5
21,5,-12
19,-5,-12
35,-1,-10
43,4,-18
10,-2,4
31,4,0
57,-2,-16
41,-9,18
5,3,20
34,11,-24
44,-11,13
28,-3,-23
21,-9,9
40,6,-36
56,-2,-15
45,6,-38
54,-30,31
58,-18,49
33,-1,-16
54,6,13
-3,25,-35
13,4,-21
46,0,-25
34,2,-13
9,7,-2
22,9,9
37,-2,7
21,12,-26
39,-6,4
36,-8,12
30,0,4
27,8,-1
17,-12,-7
33,-4,-9
51,-11,9
43,-16,22
32,-3,13
20,-2,13
40,9,-33
39,15,-47
28,-12,27
18,-14,2
53,-10,35
14,10,7
46,-14,21
14,20,-26
-21,21,-49
50,-15,62
-4,41,-52
49,-5,8
45,-4,2
24,-1,-5
28,5,-7
59,0,10
24,14,-12
10,13,-1
21,-12,23
44,5,-11
33,3,-5
22,-1,-10
23,-6,-20
28,-1,16
25,5,-6
39,7,-18
53,5,-8
33,-1,-13
17,-8,-11
42,-14,8
13,1,-30
12,13,-27
53,-4,17
34,-11,2
35,-2,-16
33,-5,22
40,12,-65
29,-1,12
31,-5,12
-9,-2,15
81,-14,15
63,5,-13
0,-1,-16
34,-7,8
44,-7,-23
56,-7,5
36,6,-25
7,4,-23
55,-3,28
27,38,-46
16,23,0
50,8,-26
74,-19,35
23,-5,-18
22,6,-26
50,6,4
22,7,9
32,5,-20
11,-4,-7
24,-5,-2
45,2,-34
50,-9,22
48,-16,-18
25,3,-13
17,1,-6
44,-7,27
47,13,-27
-18,5,-30
13,14,-16
35,30,-51
11,0,-34
